"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","GP","G","A","P"
20092010,"Matt Beleskey","Beleskey","Matt","ANA","L","L","1988-06-07","Windsor","CAN","ON","CAN",72,203,2006,4,112,0,60,11,7,18
20092010,"Shawn Belle","Belle","Shawn","MTL","D","L","1985-01-03","Edmonton","CAN","AB","CAN",73,235,2003,1,30,0,2,0,0,0
20092010,"Jamie Benn","Benn","Jamie","DAL","L","L","1989-07-18","Victoria","CAN","BC","CAN",74,210,2007,5,129,0,82,22,19,41
20092010,"Sean Bergenheim","Bergenheim","Sean","NYI","L","L","1984-02-08","Helsinki","FIN",NA,"FIN",71,201,2002,1,22,0,63,10,13,23
20092010,"Marc-Andre Bergeron","Bergeron","Marc-Andre","MTL","D","L","1980-10-13","TroisRivieres","CAN","QC","CAN",69,190,NA,NA,NA,0,60,13,21,34
20092010,"Patrice Bergeron","Bergeron","Patrice","BOS","C","R","1985-07-24","AncienneLorette","CAN","QC","CAN",73,195,2003,2,45,0,73,19,33,52
20092010,"Niclas Bergfors","Bergfors","Niclas","NJD, ATL","R","R","1987-03-07","Sodertalje","SWE",NA,"SWE",70,194,2005,1,23,0,81,21,23,44
20092010,"Patrik Berglund","Berglund","Patrik","STL","C","L","1988-06-02","V√ster√s","SWE",NA,"SWE",76,223,2006,1,25,0,71,13,13,26
20092010,"Steve Bernier","Bernier","Steve","VAN","R","R","1985-03-31","QuebecCity","CAN","QC","CAN",75,220,2003,1,16,0,59,11,11,22
20092010,"Todd Bertuzzi","Bertuzzi","Todd","DET","R","L","1975-02-02","Sudbury","CAN","ON","CAN",75,229,1993,1,23,0,82,18,26,44
20092010,"Blair Betts","Betts","Blair","PHI","C","L","1980-02-16","Edmonton","CAN","AB","CAN",75,210,1998,2,33,0,63,8,10,18
20092010,"Bryan Bickell","Bickell","Bryan","CHI","L","L","1986-03-09","Bowmanville","CAN","ON","CAN",76,223,2004,2,41,0,16,3,1,4
20092010,"Kevin Bieksa","Bieksa","Kevin","VAN","D","R","1981-06-16","Grimsby","CAN","ON","CAN",73,200,2001,5,151,0,55,3,19,22
20092010,"Paul Bissonnette","Bissonnette","Paul","PHX","L","L","1985-03-11","Welland","CAN","ON","CAN",74,216,2003,4,121,0,41,3,2,5
20092010,"Byron Bitz","Bitz","Byron","BOS, FLA","R","R","1984-07-21","Saskatoon","CAN","SK","CAN",77,215,2003,4,107,0,52,5,6,11
20092010,"Jason Blake","Blake","Jason","TOR, ANA","L","L","1973-09-02","Moorhead","USA","MN","USA",70,190,NA,NA,NA,0,82,16,25,41
20092010,"Rob Blake","Blake","Rob","SJS","D","R","1969-12-10","Simcoe","CAN","ON","CAN",76,220,1988,4,70,1,70,7,23,30
20092010,"Mario Bliznak","Bliznak","Mario","VAN","C","L","1987-03-06","Trencin","SVK",NA,"SVK",72,185,2005,7,205,0,2,0,0,0
20092010,"Mike Blunden","Blunden","Mike","CBJ","R","R","1986-12-15","Toronto","CAN","ON","CAN",76,217,2005,2,43,0,40,2,2,4
20092010,"Brandon Bochenski","Bochenski","Brandon","TBL","R","R","1982-04-04","Blaine","USA","MN","USA",73,195,2001,7,223,0,28,4,9,13
20092010,"Troy Bodie","Bodie","Troy","ANA","R","R","1985-01-25","PortageLaPrairie","CAN","MB","CAN",77,226,2003,9,278,0,44,5,2,7
20092010,"Andrew Bodnarchuk","Bodnarchuk","Andrew","BOS","D","L","1988-07-11","Drumheller","CAN","AB","CAN",71,195,2006,5,128,0,5,0,0,0
20092010,"Mikkel Boedker","Boedker","Mikkel","PHX","L","L","1989-12-16","Brondby","DNK",NA,"DNK",72,210,2008,1,8,0,14,1,2,3
20092010,"Zach Bogosian","Bogosian","Zach","ATL","D","R","1990-07-15","Massena","USA","NY","USA",75,228,2008,1,3,0,81,10,13,23
20092010,"Alexandre Bolduc","Bolduc","Alexandre","VAN","C","L","1985-06-26","Montreal","CAN","QC","CAN",75,200,2003,4,127,0,15,0,0,0
20092010,"Jared Boll","Boll","Jared","CBJ","R","R","1986-05-13","Charlotte","USA","NC","USA",75,209,2005,4,101,0,68,4,3,7
20092010,"Dave Bolland","Bolland","Dave","CHI","C","R","1986-06-05","Mimico","CAN","ON","CAN",72,184,2004,2,32,0,39,6,10,16
20092010,"Nick Bonino","Bonino","Nick","ANA","C","L","1988-04-20","Hartford","USA","CT","USA",73,196,2007,6,173,0,9,1,1,2
20092010,"Derek Boogaard","Boogaard","Derek","MIN","L","L","1982-06-23","Saskatoon","CAN","SK","CAN",79,265,2001,7,202,0,57,0,4,4
20092010,"David Booth","Booth","David","FLA","L","L","1984-11-24","Detroit","USA","MI","USA",72,212,2004,2,53,0,28,8,8,16
20092010,"Casey Borer","Borer","Casey","CAR","D","L","1985-07-28","Minneapolis","USA","MN","USA",74,205,2004,3,69,0,2,0,0,0
20092010,"Pierre-Marc Bouchard","Bouchard","Pierre-Marc","MIN","C","L","1984-04-27","Sherbrooke","CAN","QC","CAN",70,168,2002,1,8,0,1,0,0,0
20092010,"Francis Bouillon","Bouillon","Francis","NSH","D","L","1975-10-17","NewYorkCity","USA","NY","USA",68,194,NA,NA,NA,0,81,3,8,11
20092010,"Eric Boulton","Boulton","Eric","ATL","L","L","1976-08-17","Halifax","CAN","NS","CAN",72,227,1994,9,234,0,62,2,6,8
20092010,"Chris Bourque","Bourque","Chris","PIT, WSH","L","L","1986-01-29","Boston","USA","MA","USA",68,174,2004,2,33,0,21,0,3,3
20092010,"Rene Bourque","Bourque","Rene","CGY","R","L","1981-12-10","LacLaBiche","CAN","AB","CAN",74,217,NA,NA,NA,0,73,27,31,58
20092010,"Jay Bouwmeester","Bouwmeester","Jay","CGY","D","L","1983-09-27","Edmonton","CAN","AB","CAN",76,221,2002,1,3,0,82,3,26,29
20092010,"Drayson Bowman","Bowman","Drayson","CAR","L","L","1989-03-08","GrandRapids","USA","MI","USA",73,195,2007,3,72,0,9,2,0,2
20092010,"Johnny Boychuk","Boychuk","Johnny","BOS","D","R","1984-01-19","Edmonton","CAN","AB","CAN",74,227,2002,2,61,0,51,5,10,15
20092010,"Zach Boychuk","Boychuk","Zach","CAR","L","L","1989-10-04","Airdrie","CAN","AB","CAN",70,185,2008,1,14,0,31,3,6,9
20092010,"Dustin Boyd","Boyd","Dustin","CGY, NSH","C","L","1986-07-16","Winnipeg","CAN","MB","CAN",72,187,2004,3,98,0,78,11,13,24
20092010,"Brad Boyes","Boyes","Brad","STL","R","R","1982-04-17","Mississauga","CAN","ON","CAN",72,199,2000,1,24,0,82,14,28,42
20092010,"Brian Boyle","Boyle","Brian","NYR","C","L","1984-12-18","Hingham","USA","MA","USA",78,245,2003,1,26,0,71,4,2,6
20092010,"Dan Boyle","Boyle","Dan","SJS","D","R","1976-07-12","Ottawa","CAN","ON","CAN",71,194,NA,NA,NA,0,76,15,43,58
20092010,"Nick Boynton","Boynton","Nick","ANA, CHI","D","R","1979-01-14","Nobleton","CAN","ON","CAN",73,218,1999,1,21,0,49,1,7,8
20092010,"Tyler Bozak","Bozak","Tyler","TOR","C","R","1986-03-19","Regina","CAN","SK","CAN",73,195,NA,NA,NA,0,37,8,19,27
20092010,"Matt Bradley","Bradley","Matt","WSH","R","R","1978-06-13","Stittsville","CAN","ON","CAN",75,200,1996,4,102,0,77,10,14,24
20092010,"Donald Brashear","Brashear","Donald","NYR","L","L","1972-01-07","Bedford","USA","IN","USA",75,237,NA,NA,NA,0,36,0,1,1
20092010,"Derick Brassard","Brassard","Derick","CBJ","C","L","1987-09-22","Hull","CAN","QC","CAN",73,204,2006,1,6,0,79,9,27,36
20092010,"Tim Brent","Brent","Tim","TOR","C","R","1984-03-10","Cambridge","CAN",NA,"CAN",72,188,2004,3,75,0,1,0,0,0
20092010,"Eric Brewer","Brewer","Eric","STL","D","L","1979-04-17","Vernon","CAN","BC","CAN",76,216,1997,1,5,0,59,8,7,15
20092010,"Daniel Briere","Briere","Daniel","PHI","C","R","1977-10-06","Gatineau","CAN","QC","CAN",69,174,1996,1,24,0,75,26,27,53
20092010,"Rod Brind'Amour","Brind'Amour","Rod","CAR","C","L","1970-08-09","Ottawa","CAN","ON","CAN",73,205,1988,1,9,0,80,9,10,19
20092010,"Kyle Brodziak","Brodziak","Kyle","MIN","C","R","1984-05-25","StPaul","CAN","AB","CAN",74,212,2003,7,214,0,82,9,23,32
20092010,"Sheldon Brookbank","Brookbank","Sheldon","ANA","D","R","1980-10-03","Lanigan","CAN","SK","CAN",73,202,NA,NA,NA,0,66,0,9,9
20092010,"Troy Brouwer","Brouwer","Troy","CHI","R","R","1985-08-17","Vancouver","CAN","BC","CAN",75,215,2004,7,214,0,78,22,18,40
20092010,"Dustin Brown","Brown","Dustin","LAK","R","R","1984-11-04","Ithaca","USA","NY","USA",72,216,2003,1,13,0,82,24,32,56
20092010,"Mike Brown","Brown","Mike","ANA","R","R","1985-06-24","Chicago","USA","IL","USA",71,205,2004,5,159,0,75,6,1,7
20092010,"Gilbert Brule","Brule","Gilbert","EDM","C","R","1987-01-01","Edmonton","CAN","AB","CAN",71,187,2005,1,6,0,65,17,20,37
20092010,"Andrew Brunette","Brunette","Andrew","MIN","L","L","1973-08-24","Sudbury","CAN","ON","CAN",73,215,1993,7,174,0,82,25,36,61
20092010,"Fabian Brunnstrom","Brunnstrom","Fabian","DAL","L","L","1985-02-06","Jonstorp","SWE",NA,"SWE",73,206,NA,NA,NA,0,44,2,9,11
20092010,"Adam Burish","Burish","Adam","CHI","R","R","1983-01-06","Madison","USA","WI","USA",73,195,2002,9,282,0,13,1,3,4
20092010,"Brent Burns","Burns","Brent","MIN","D","R","1985-03-09","Barrie","CAN","ON","CAN",77,230,2003,1,20,0,47,3,17,20
20092010,"Alexandre Burrows","Burrows","Alexandre","VAN","L","L","1981-04-11","Pincourt","CAN","QC","CAN",73,197,NA,NA,NA,0,82,35,32,67
20092010,"Bobby Butler","Butler","Bobby","OTT","R","R","1987-04-26","Marlborough","USA","MA","USA",72,189,NA,NA,NA,0,2,0,0,0
20092010,"Chris Butler","Butler","Chris","BUF","D","L","1986-10-27","StLouis","USA","MO","USA",73,196,2005,4,96,0,59,1,20,21
20092010,"Dane Byers","Byers","Dane","NYR","L","L","1986-02-21","Nipawin","CAN","SK","CAN",75,204,2004,2,48,0,5,1,0,1
20092010,"Dustin Byfuglien","Byfuglien","Dustin","CHI","D","R","1985-03-27","Roseau","USA","MN","USA",77,260,2003,8,245,0,82,17,17,34
20092010,"Kyle Calder","Calder","Kyle","ANA","L","L","1979-01-05","Mannville","CAN","AB","CAN",71,177,1997,5,130,0,14,0,2,2
20092010,"Joe Callahan","Callahan","Joe","SJS","D","R","1982-12-20","Brockton","USA","MA","USA",75,210,2002,3,70,0,1,0,1,1
20092010,"Ryan Callahan","Callahan","Ryan","NYR","R","R","1985-03-21","Rochester","USA","NY","USA",70,187,2004,4,127,0,77,19,18,37
20092010,"Michael Cammalleri","Cammalleri","Michael","MTL","C","L","1982-06-08","Toronto","CAN","ON","CAN",69,185,2001,2,49,0,65,26,24,50
20092010,"Brian Campbell","Campbell","Brian","CHI","D","L","1979-05-23","Strathroy","CAN","ON","CAN",70,192,1997,6,156,0,68,7,31,38
20092010,"Gregory Campbell","Campbell","Gregory","FLA","C","L","1983-12-17","London","CAN","ON","CAN",72,188,2002,3,67,0,60,2,15,17
20092010,"Chris Campoli","Campoli","Chris","OTT","D","L","1984-07-09","Mississauga","CAN","ON","CAN",72,200,2004,7,227,0,67,4,14,18
20092010,"Luca Caputi","Caputi","Luca","PIT, TOR","L","L","1988-10-01","Toronto","CAN","ON","CAN",75,200,2007,4,111,0,23,2,6,8
20092010,"Daniel Carcillo","Carcillo","Daniel","PHI","L","L","1985-01-28","KingCity","CAN","ON","CAN",72,200,2003,3,73,0,76,12,10,22
20092010,"Matt Carkner","Carkner","Matt","OTT","D","R","1980-11-03","Winchester","CAN","ON","CAN",77,229,1999,2,58,0,81,2,9,11
20092010,"Mathieu Carle","Carle","Mathieu","MTL","D","R","1987-09-30","Gatineau","CAN","QC","CAN",72,203,2006,2,53,0,3,0,0,0
20092010,"Matt Carle","Carle","Matt","PHI","D","L","1984-09-25","Anchorage","USA","AK","USA",72,197,2003,2,47,0,80,6,29,35
20092010,"John Carlson","Carlson","John","WSH","D","R","1990-01-10","Natick","USA","MA","USA",75,215,2008,1,27,0,22,1,5,6
20092010,"Brett Carson","Carson","Brett","CAR","D","R","1985-11-29","Regina","CAN","SK","CAN",76,210,2004,4,109,0,54,2,10,12
20092010,"Jeff Carter","Carter","Jeff","PHI","C","R","1985-01-01","London","CAN","ON","CAN",75,217,2003,1,11,0,74,33,28,61
20092010,"Ryan Carter","Carter","Ryan","ANA","L","L","1983-08-03","WhiteBearLake","USA","MN","USA",73,205,NA,NA,NA,0,38,4,5,9
20092010,"Zdeno Chara","Chara","Zdeno","BOS","D","L","1977-03-18","Trencin","SVK",NA,"SVK",81,250,1996,3,56,0,80,7,37,44
20092010,"Jonathan Cheechoo","Cheechoo","Jonathan","OTT","R","R","1980-07-15","MooseFactory","CAN","ON","CAN",73,206,1998,2,29,0,61,5,9,14
20092010,"Chris Chelios","Chelios","Chris","ATL","D","R","1962-01-25","Chicago","USA","IL","USA",72,191,1981,2,40,1,7,0,0,0
20092010,"Jason Chimera","Chimera","Jason","CBJ, WSH","L","L","1979-05-02","Edmonton","CAN","AB","CAN",75,216,1997,5,121,0,78,15,19,34
20092010,"Kyle Chipchura","Chipchura","Kyle","MTL, ANA","C","L","1986-02-19","Westlock","CAN","AB","CAN",74,203,2004,1,18,0,74,6,6,12
20092010,"Taylor Chorney","Chorney","Taylor","EDM","D","L","1987-04-27","ThunderBay","CAN","ON","USA",72,191,2005,2,36,0,42,0,3,3
20092010,"Erik Christensen","Christensen","Erik","ANA, NYR","C","L","1983-12-17","Edmonton","CAN","AB","CAN",73,200,2002,3,69,0,58,8,18,26
20092010,"Brett Clark","Clark","Brett","COL","D","L","1976-12-23","Wapella","CAN","SK","CAN",72,194,1996,6,154,0,64,3,17,20
20092010,"Chris Clark","Clark","Chris","WSH, CBJ","R","R","1976-03-08","SouthWindsor","USA","CT","USA",72,191,1994,3,77,0,74,7,13,20
20092010,"David Clarkson","Clarkson","David","NJD","R","R","1984-03-31","Toronto","CAN","ON","CAN",72,207,NA,NA,NA,0,46,11,13,24
20092010,"Daniel Cleary","Cleary","Daniel","DET","R","L","1978-12-18","Carbonear","CAN","NL","CAN",73,205,1997,1,13,0,64,15,19,34
20092010,"Marc-Andre Cliche","Cliche","Marc-Andre","LAK","C","R","1987-03-23","RouynNoranda","CAN","QC","CAN",72,202,2005,2,56,0,1,0,0,0
20092010,"Grant Clitsome","Clitsome","Grant","CBJ","D","L","1985-04-14","Gloucester","CAN","ON","CAN",71,211,2004,9,271,0,11,1,2,3
20092010,"Ryane Clowe","Clowe","Ryane","SJS","L","L","1982-09-30","StJohns","CAN","NL","CAN",75,225,2001,6,175,0,82,19,38,57
20092010,"Rich Clune","Clune","Rich","LAK","L","L","1987-04-25","Toronto","CAN","ON","CAN",70,207,2005,3,71,0,14,0,2,2
20092010,"Cal Clutterbuck","Clutterbuck","Cal","MIN","R","R","1987-11-18","Welland","CAN","ON","CAN",71,218,2006,3,72,0,74,13,8,21
20092010,"Braydon Coburn","Coburn","Braydon","PHI","D","L","1985-02-27","Shaunavon","CAN","SK","CAN",77,223,2003,1,8,0,81,5,14,19
20092010,"Andrew Cogliano","Cogliano","Andrew","EDM","L","L","1987-06-14","Toronto","CAN","ON","CAN",70,184,2005,1,25,0,82,10,18,28
20092010,"Carlo Colaiacovo","Colaiacovo","Carlo","STL","D","L","1983-01-27","Toronto","CAN","ON","CAN",73,202,2001,1,17,0,67,7,25,32
20092010,"Erik Cole","Cole","Erik","CAR","L","L","1978-11-06","Oswego","USA","NY","USA",74,205,1998,3,71,0,40,11,5,16
20092010,"Blake Comeau","Comeau","Blake","NYI","L","R","1986-02-18","MeadowLake","CAN","SK","CAN",73,202,2004,2,47,0,61,17,18,35
20092010,"Mike Commodore","Commodore","Mike","CBJ","D","R","1979-11-07","FortSaskatchewan","CAN","AB","CAN",76,227,1999,2,42,0,57,2,9,11
20092010,"Mike Comrie","Comrie","Mike","EDM","C","L","1980-09-11","Edmonton","CAN","AB","CAN",70,185,1999,3,91,0,43,13,8,21
20092010,"Tim Conboy","Conboy","Tim","CAR","D","R","1982-03-22","Farmington","USA","MN","USA",74,210,2002,7,217,0,12,0,0,0
20092010,"Chris Conner","Conner","Chris","PIT","R","L","1983-12-23","Westland","USA","MI","USA",67,181,NA,NA,NA,0,8,2,1,3
20092010,"Tim Connolly","Connolly","Tim","BUF","C","R","1981-05-07","Syracuse","USA","NY","USA",73,190,1999,1,5,0,73,17,48,65
20092010,"Craig Conroy","Conroy","Craig","CGY","C","R","1971-09-04","Potsdam","USA","NY","USA",74,193,1990,6,123,0,63,3,12,15
20092010,"Matt Cooke","Cooke","Matt","PIT","L","L","1978-09-07","Belleville","CAN","ON","CAN",71,216,1997,6,144,0,79,15,15,30
20092010,"Matthew Corrente","Corrente","Matthew","NJD","D","R","1988-03-17","Mississauga","CAN","ON","CAN",72,205,2006,1,30,0,12,0,0,0
20092010,"Joe Corvo","Corvo","Joe","CAR, WSH","D","R","1977-06-20","OakPark","USA","IL","USA",72,204,1997,4,83,0,52,6,12,18
20092010,"Riley Cote","Cote","Riley","PHI","L","L","1982-03-16","Winnipeg","CAN","MB","CAN",74,220,NA,NA,NA,0,15,0,0,0
20092010,"Logan Couture","Couture","Logan","SJS","C","L","1989-03-28","Guelph","CAN","ON","CAN",73,200,2007,1,9,0,25,5,4,9
20092010,"Jared Cowen","Cowen","Jared","OTT","D","L","1991-01-25","Saskatoon","CAN","SK","CAN",77,238,2009,1,9,0,1,0,0,0
20092010,"Ryan Craig","Craig","Ryan","TBL","C","L","1982-01-06","Abbotsford","CAN","BC","CAN",74,213,2002,8,255,0,3,0,0,0
20092010,"B.J. Crombeen","Crombeen","B.J.","STL","R","R","1985-07-10","Denver","USA","CO","USA",74,209,2003,2,54,0,79,7,8,15
20092010,"Sidney Crosby","Crosby","Sidney","PIT","C","L","1987-08-07","ColeHarbour","CAN","NS","CAN",71,200,2005,1,1,0,81,51,58,109
20092010,"Matt Cullen","Cullen","Matt","CAR, OTT","C","L","1976-11-02","Virginia","USA","MN","USA",73,200,1996,2,35,0,81,16,32,48
20092010,"Kyle Cumiskey","Cumiskey","Kyle","COL","D","L","1986-12-02","Abbotsford","CAN","BC","CAN",71,180,2005,7,222,0,61,7,13,20
20092010,"Matt D'Agostini","D'Agostini","Matt","MTL, STL","R","R","1986-10-23","SaultSteMarie","CAN","ON","CAN",72,198,2005,6,190,0,47,2,2,4
20092010,"Evgeny Dadonov","Dadonov","Evgeny","FLA","R","L","1989-03-12","Chelyabinsk","RUS",NA,"RUS",71,185,2007,3,71,0,4,0,0,0
20092010,"Trevor Daley","Daley","Trevor","DAL","D","L","1983-10-09","Toronto","CAN","ON","CAN",71,195,2002,2,43,0,77,6,16,22
20092010,"Mathieu Darche","Darche","Mathieu","MTL","L","L","1976-11-26","Montreal","CAN","QC","CAN",73,215,NA,NA,NA,0,29,5,5,10
20092010,"Pavel Datsyuk","Datsyuk","Pavel","DET","C","L","1978-07-20","Sverdlovsk","RUS",NA,"RUS",71,194,1998,6,171,0,80,27,43,70
20092010,"Kaspars Daugavins","Daugavins","Kaspars","OTT","L","L","1988-05-18","Riga","LVA",NA,"LVA",72,213,2006,3,91,0,1,0,0,0
20092010,"Patrick Davis","Davis","Patrick","NJD","R","R","1986-12-28","SterlingHeights","USA","MI","USA",74,195,2005,4,99,0,8,1,0,1
20092010,"Rob Davison","Davison","Rob","NJD","D","L","1980-05-01","StCatharines","CAN","ON","CAN",74,215,1998,4,98,0,1,0,0,0
20092010,"Nigel Dawes","Dawes","Nigel","CGY","L","L","1985-02-09","Winnipeg","CAN","MB","CAN",69,200,2003,5,149,0,66,14,18,32
20092010,"Michael Del Zotto","Del Zotto","Michael","NYR","D","L","1990-06-24","Stouffville","CAN","ON","CAN",72,195,2008,1,20,0,80,9,28,37
20092010,"Jason Demers","Demers","Jason","SJS","D","R","1988-06-09","Dorval","CAN","QC","CAN",73,200,2008,7,186,0,51,4,17,21
20092010,"Pavol Demitra","Demitra","Pavol","VAN","R","L","1974-11-29","DubnicanadV√hom","SVK",NA,"SVK",72,200,1993,9,227,0,28,3,13,16
20092010,"Guillaume Desbiens","Desbiens","Guillaume","VAN","R","R","1985-04-20","Alma","CAN","QC","CAN",74,210,2003,4,116,0,1,0,0,0
20092010,"David Desharnais","Desharnais","David","MTL","C","L","1986-09-14","LaurierStation","CAN","QC","CAN",67,176,NA,NA,NA,0,6,0,1,1
20092010,"Andre Deveaux","Deveaux","Andre","TOR","C","R","1984-02-23","Freeport","BHS",NA,"BHS",75,239,2002,6,182,0,1,0,0,0
20092010,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,0,82,18,37,55
20092010,"Shean Donovan","Donovan","Shean","OTT","R","R","1975-01-22","Timmins","CAN","ON","CAN",75,218,1993,2,28,0,30,2,3,5
20092010,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,0,51,4,10,14
20092010,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,0,82,16,43,59
20092010,"Jake Dowell","Dowell","Jake","CHI","C","L","1985-03-04","EauClaire","USA","WI","USA",72,200,2004,5,140,0,3,1,1,2
20092010,"Steve Downie","Downie","Steve","TBL","R","R","1987-04-03","Newmarket","CAN","ON","CAN",71,191,2005,1,29,0,79,22,24,46
20092010,"Kris Draper","Draper","Kris","DET","C","L","1971-05-24","Toronto","CAN","ON","CAN",70,188,1989,3,62,0,81,7,15,22
20092010,"Davis Drewiske","Drewiske","Davis","LAK","D","L","1984-11-22","Hudson","USA","WI","USA",74,222,NA,NA,NA,0,42,1,7,8
20092010,"Chris Drury","Drury","Chris","NYR","C","R","1976-08-20","Trumbull","USA","CT","USA",70,191,1994,3,72,0,77,14,18,32
20092010,"Brandon Dubinsky","Dubinsky","Brandon","NYR","C","L","1986-04-29","Anchorage","USA","AK","USA",74,218,2004,2,60,0,69,20,24,44
