"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20112012,"Henrik Karlsson","Karlsson","Henrik","CGY","G","L","1983-11-27","Tumba","SWE",NA,"SWE",78,209,NA,NA,NA,0,1,4,0,2
20112012,"Nikolai Khabibulin","Khabibulin","Nikolai","EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,0,12,20,0,7
20112012,"Anton Khudobin","Khudobin","Anton","BOS","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,195,2004,7,206,0,1,0,0,0
20112012,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,0,35,22,0,11
20112012,"Jason LaBarbera","LaBarbera","Jason","PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,0,3,9,0,3
20112012,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,0,3,2,0,0
20112012,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,0,32,22,0,4
20112012,"Anders Lindback","Lindback","Anders","NSH","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,0,5,8,0,0
20112012,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,0,39,18,0,5
20112012,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,0,31,14,0,8
20112012,"Joey MacDonald","MacDonald","Joey","DET","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,0,8,5,0,1
20112012,"Drew MacIntyre","MacIntyre","Drew","BUF","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,0,0,0,0,0
20112012,"Peter Mannino","Mannino","Peter","WPG","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,0,0,0,0,0
20112012,"Jacob Markstrom","Markstrom","Jacob","FLA","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,0,2,4,0,1
20112012,"Chris Mason","Mason","Chris","WPG","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,0,8,7,0,1
20112012,"Steve Mason","Mason","Steve","CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,0,16,26,0,3
20112012,"Curtis McElhinney","McElhinney","Curtis","PHX","G","L","1983-05-23","London","CAN","ON","CAN",75,200,2002,6,176,0,1,0,0,0
20112012,"Ryan Miller","Miller","Ryan","BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,0,31,21,0,7
20112012,"Al Montoya","Montoya","Al","NYI","G","L","1985-02-13","Chicago","USA","IL","USA",74,209,2004,1,6,0,9,11,0,5
20112012,"Mike Murphy","Murphy","Mike","CAR","G","L","1989-01-15","Kingston","CAN","ON","CAN",71,172,2008,6,165,0,0,1,0,0
20112012,"Evgeni Nabokov","Nabokov","Evgeni","NYI","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,0,19,18,0,3
20112012,"Michal Neuvirth","Neuvirth","Michal","WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,0,13,13,0,5
20112012,"Antti Niemi","Niemi","Antti","SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,0,34,22,0,9
20112012,"Anders Nilsson","Nilsson","Anders","NYI","G","L","1990-03-19","Lulea","SWE",NA,"SWE",78,229,2009,3,62,0,1,2,0,0
20112012,"Ondrej Pavelec","Pavelec","Ondrej","WPG","G","L","1987-08-31","Kladno","CZE",NA,"CZE",75,215,2005,2,41,0,29,28,0,9
20112012,"Justin Peters","Peters","Justin","CAR","G","L","1986-08-30","Blyth","CAN","ON","CAN",73,210,2004,2,38,0,2,3,0,2
20112012,"Kevin Poulin","Poulin","Kevin","NYI","G","L","1990-04-12","Montreal","CAN","QC","CAN",74,206,2008,5,126,0,2,4,0,0
20112012,"Carey Price","Price","Carey","MTL","G","L","1987-08-16","AnahimLake","CAN","BC","CAN",75,226,2005,1,5,0,26,28,0,11
20112012,"Jonathan Quick","Quick","Jonathan","LAK","G","L","1986-01-21","Milford","USA","CT","USA",73,218,2005,3,72,0,35,21,0,13
20112012,"Tuukka Rask","Rask","Tuukka","BOS","G","L","1987-03-10","Savonlinna","FIN",NA,"FIN",75,176,2005,1,21,0,11,8,0,3
20112012,"Andrew Raycroft","Raycroft","Andrew","DAL","G","L","1980-05-04","Belleville","CAN","ON","CAN",73,180,1998,5,135,0,2,8,0,0
20112012,"James Reimer","Reimer","James","TOR","G","L","1988-03-15","Morweena","CAN","MB","CAN",74,217,2006,4,99,0,14,14,0,4
20112012,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,43,18,0,8
20112012,"Dwayne Roloson","Roloson","Dwayne","TBL","G","L","1969-10-12","Simcoe","CAN","ON","CAN",73,170,NA,NA,NA,0,13,16,0,3
20112012,"Jussi Rynnas","Rynnas","Jussi","TOR","G","L","1987-05-22","Pori","FIN",NA,"FIN",77,210,NA,NA,NA,0,0,1,0,0
20112012,"Curtis Sanford","Sanford","Curtis","CBJ","G","L","1979-10-05","OwenSound","CAN","ON","CAN",71,187,NA,NA,NA,0,10,18,0,4
20112012,"Cory Schneider","Schneider","Cory","VAN","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,20,8,0,1
20112012,"Ben Scrivens","Scrivens","Ben","TOR","G","L","1986-09-11","SpruceGrove","CAN","AB","CAN",74,181,NA,NA,NA,0,4,5,0,2
20112012,"Mike Smith","Smith","Mike","PHX","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,38,18,0,10
20112012,"Iiro Tarkki","Tarkki","Iiro","ANA","G","L","1985-07-01","Rauma","FIN",NA,"FIN",74,190,NA,NA,NA,0,1,0,0,0
20112012,"Jose Theodore","Theodore","Jose","FLA","G","R","1976-09-13","Laval","CAN","QC","CAN",71,172,1994,2,44,0,22,16,0,11
20112012,"Brad Thiessen","Thiessen","Brad","PIT","G","L","1986-03-19","Aldergrove","CAN","BC","CAN",72,180,NA,NA,NA,0,3,1,0,0
20112012,"Tim Thomas","Thomas","Tim","BOS","G","L","1974-04-15","Flint","USA","MI","USA",71,201,1994,9,217,0,35,19,0,1
20112012,"Dustin Tokarski","Tokarski","Dustin","TBL","G","L","1989-09-16","Watson","CAN","SK","CAN",72,205,2008,5,122,0,1,3,0,1
20112012,"Marty Turco","Turco","Marty","BOS","G","L","1975-08-13","SaultSteMarie","CAN","ON","CAN",71,184,1994,5,124,0,2,2,0,0
20112012,"Semyon Varlamov","Varlamov","Semyon","COL","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,26,24,0,3
20112012,"Tomas Vokoun","Vokoun","Tomas","WSH","G","R","1976-07-02","KarlovyVary","CZE",NA,"CZE",73,210,1994,9,226,0,25,17,0,2
20112012,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,30,23,0,13
20112012,"Allen York","York","Allen","CBJ","G","L","1989-06-17","Wetaskiwin","CAN","AB","CAN",75,188,2007,6,158,0,3,2,0,0
