"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20152016,"James Reimer","Reimer","James","TOR, SJS","G","L","1988-03-15","Morweena","CAN","MB","CAN",74,217,2006,4,99,0,17,14,0,7
20152016,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,34,21,0,10
20152016,"Juuse Saros","Saros","Juuse","NSH","G","L","1995-04-19","Forssa","FIN",NA,"FIN",71,180,2013,4,99,0,0,1,0,0
20152016,"Cory Schneider","Schneider","Cory","NJD","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,27,25,0,6
20152016,"Ben Scrivens","Scrivens","Ben","MTL","G","L","1986-09-11","SpruceGrove","CAN","AB","CAN",74,181,NA,NA,NA,0,5,8,0,0
20152016,"Mike Smith","Smith","Mike","ARI","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,15,13,0,2
20152016,"Garret Sparks","Sparks","Garret","TOR","G","L","1993-06-28","Elmhurst","USA","IL","USA",74,204,2011,7,190,0,6,9,0,1
20152016,"Alex Stalock","Stalock","Alex","SJS","G","L","1987-07-28","StPaul","USA","MN","USA",72,187,2005,4,112,0,3,5,0,2
20152016,"Cam Talbot","Talbot","Cam","EDM","G","L","1987-07-05","Caledonia","CAN","ON","CAN",75,199,NA,NA,NA,0,21,27,0,5
20152016,"Dustin Tokarski","Tokarski","Dustin","MTL","G","L","1989-09-16","Watson","CAN","SK","CAN",72,205,2008,5,122,0,1,3,0,0
20152016,"Niklas Treutle","Treutle","Niklas","ARI","G",NA,"1991-04-29","Nuremberg","DEU",NA,"DEU",74,185,NA,NA,NA,0,0,1,0,0
20152016,"Linus Ullmark","Ullmark","Linus","BUF","G","L","1993-07-31","Lugnvik","SWE",NA,"SWE",76,221,2012,6,163,0,8,10,0,2
20152016,"Semyon Varlamov","Varlamov","Semyon","COL","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,27,25,0,3
20152016,"Andrei Vasilevskiy","Vasilevskiy","Andrei","TBL","G","L","1994-07-25","Tyumen","RUS",NA,"RUS",75,207,2012,1,19,0,11,10,0,0
20152016,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,23,17,0,10
20152016,"Scott Wedgewood","Wedgewood","Scott","NJD","G","L","1992-08-14","Brampton","CAN","ON","CAN",74,195,2010,3,84,0,2,1,0,1
20152016,"Roman Will","Will","Roman","COL","G","L","1992-05-22","Plzen","CZE",NA,"CZE",73,195,NA,NA,NA,0,0,0,0,0
20152016,"Jeff Zatkoff","Zatkoff","Jeff","PIT","G","L","1987-06-09","Detroit","USA","MI","USA",74,186,2006,3,74,0,4,7,0,1
