"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20162017,"Pheonix Copley","Copley","Pheonix","STL","G","L","1992-01-18","NorthPole","USA","AK","USA",76,196,NA,NA,NA,0,0,1,0,0
20162017,"Jared Coreau","Coreau","Jared","DET","G","L","1991-11-05","Perth","CAN","ON","CAN",78,220,NA,NA,NA,0,5,4,0,3
20162017,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,32,18,0,4
20162017,"Scott Darling","Darling","Scott","CHI","G","L","1988-12-22","NewportNews","USA","VA","USA",78,232,2007,6,153,0,18,5,0,5
20162017,"Aaron Dell","Dell","Aaron","SJS","G","L","1989-05-04","Airdrie","CAN","AB","CAN",72,205,NA,NA,NA,0,11,6,0,1
20162017,"Louis Domingue","Domingue","Louis","ARI","G","R","1992-03-06","StHyacinthe","CAN","QC","CAN",75,210,2010,5,138,0,11,15,0,1
20162017,"Chris Driedger","Driedger","Chris","OTT","G","L","1994-05-18","Winnipeg","CAN","MB","CAN",76,205,2012,3,76,0,0,1,0,0
20162017,"Devan Dubnyk","Dubnyk","Devan","MIN","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,0,40,19,0,5
20162017,"Brian Elliott","Elliott","Brian","CGY","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,0,26,18,0,3
20162017,"Jhonas Enroth","Enroth","Jhonas","TOR","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,0,0,3,0,1
20162017,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,0,18,10,0,7
20162017,"Anton Forsberg","Forsberg","Anton","CBJ","G","L","1992-11-27","H√rn√sand","SWE",NA,"SWE",75,192,2011,7,188,0,0,1,0,0
20162017,"John Gibson","Gibson","John","ANA","G","L","1993-07-14","Pittsburgh","USA","PA","USA",75,226,2011,2,39,0,25,16,0,9
20162017,"Jon Gillies","Gillies","Jon","CGY","G","L","1994-01-22","Concord","USA","NH","USA",78,223,2012,3,75,0,1,0,0,0
20162017,"Thomas Greiss","Greiss","Thomas","NYI","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,0,26,18,0,5
20162017,"Philipp Grubauer","Grubauer","Philipp","WSH","G","L","1991-11-25","Rosenheim","DEU",NA,"DEU",73,182,2010,4,112,0,13,6,0,2
20162017,"Kristers Gudlevskis","Gudlevskis","Kristers","TBL","G","L","1992-07-31","Aizkraukle","LVA",NA,"LVA",75,223,2013,5,124,0,0,0,0,0
20162017,"Jonas Gustavsson","Gustavsson","Jonas","EDM","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,0,1,3,0,1
20162017,"Jaroslav Halak","Halak","Jaroslav","NYI","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,0,12,9,0,5
20162017,"Andrew Hammond","Hammond","Andrew","OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",74,215,NA,NA,NA,0,0,2,0,0
20162017,"Magnus Hellberg","Hellberg","Magnus","NYR","G","L","1991-04-04","Uppsala","SWE",NA,"SWE",78,209,2011,2,38,0,1,0,0,0
20162017,"Connor Hellebuyck","Hellebuyck","Connor","WPG","G","L","1993-05-19","Commerce","USA","MI","USA",76,207,2012,5,130,0,26,19,0,4
20162017,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,0,42,13,0,6
20162017,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,0,10,11,0,1
20162017,"Michael Hutchinson","Hutchinson","Michael","WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,0,9,12,0,3
20162017,"Carter Hutton","Hutton","Carter","STL","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,0,13,8,0,2
20162017,"Tristan Jarry","Jarry","Tristan","PIT","G","L","1995-04-29","Surrey","CAN","BC","CAN",74,194,2013,2,44,0,0,1,0,0
20162017,"Chad Johnson","Johnson","Chad","CGY","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,0,18,15,0,1
20162017,"Martin Jones","Jones","Martin","SJS","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,190,NA,NA,NA,0,35,23,0,6
20162017,"Anton Khudobin","Khudobin","Anton","BOS","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,195,2004,7,206,0,7,6,0,1
20162017,"Keith Kinkaid","Kinkaid","Keith","NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,0,8,13,0,3
20162017,"Joonas Korpisalo","Korpisalo","Joonas","CBJ","G","L","1994-04-28","Pori","FIN",NA,"FIN",75,190,2012,3,62,0,7,5,0,1
20162017,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,0,8,5,0,3
20162017,"Eddie Lack","Lack","Eddie","CAR","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,0,8,7,0,3
20162017,"Marek Langhamer","Langhamer","Marek","ARI","G","L","1994-07-22","MoravskaTrebova","CZE",NA,"CZE",74,193,2012,7,184,0,0,0,0,0
20162017,"Robin Lehner","Lehner","Robin","BUF","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,0,23,26,0,8
20162017,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,0,22,25,0,7
20162017,"Michael Leighton","Leighton","Michael","CAR","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,0,2,2,0,0
20162017,"Charlie Lindgren","Lindgren","Charlie","MTL","G","R","1993-12-18","Lakeville","USA","MN","USA",74,190,NA,NA,NA,0,2,0,0,0
20162017,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,0,31,20,0,4
20162017,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,0,17,15,0,6
20162017,"Jacob Markstrom","Markstrom","Jacob","VAN","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,0,10,11,0,3
20162017,"Spencer Martin","Martin","Spencer","COL","G","L","1995-06-08","Oakville","CAN","ON","CAN",75,210,2013,3,63,0,0,2,0,1
20162017,"Steve Mason","Mason","Steve","PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,0,26,21,0,8
20162017,"Marek Mazanec","Mazanec","Marek","NSH","G","R","1991-07-18","Pisek","CZE",NA,"CZE",76,187,2012,6,179,0,0,2,0,0
20162017,"Curtis McElhinney","McElhinney","Curtis","CBJ, TOR","G","L","1983-05-23","London","CAN","ON","CAN",75,200,2002,6,176,0,8,8,0,2
20162017,"Zane McIntyre","McIntyre","Zane","BOS","G","L","1992-08-20","GrandForks","USA","ND","USA",74,206,2010,6,165,0,0,4,0,1
20162017,"Ryan Miller","Miller","Ryan","VAN","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,0,18,29,0,6
20162017,"Al Montoya","Montoya","Al","MTL","G","L","1985-02-13","Chicago","USA","IL","USA",74,209,2004,1,6,0,8,6,0,4
20162017,"Petr Mrazek","Mrazek","Petr","DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,0,18,21,0,9
20162017,"Matt Murray","Murray","Matt","PIT","G","L","1994-05-25","ThunderBay","CAN","ON","CAN",76,178,2012,3,83,0,32,10,0,4
20162017,"Alex Nedeljkovic","Nedeljkovic","Alex","CAR","G","L","1996-01-07","Parma","USA","OH","USA",72,198,2014,2,37,0,0,0,0,0
20162017,"Michal Neuvirth","Neuvirth","Michal","PHI","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,0,11,11,0,1
20162017,"Antti Niemi","Niemi","Antti","DAL","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,0,12,12,0,4
20162017,"Anders Nilsson","Nilsson","Anders","BUF","G","L","1990-03-19","Lulea","SWE",NA,"SWE",78,229,2009,3,62,0,10,10,0,4
20162017,"Ondrej Pavelec","Pavelec","Ondrej","WPG","G","L","1987-08-31","Kladno","CZE",NA,"CZE",75,215,2005,2,41,0,4,4,0,0
20162017,"Justin Peters","Peters","Justin","ARI","G","L","1986-08-30","Blyth","CAN","ON","CAN",73,210,2004,2,38,0,0,1,0,0
20162017,"Calvin Pickard","Pickard","Calvin","COL","G","L","1992-04-15","Moncton","CAN","NB","CAN",73,200,2010,2,49,0,15,31,0,2
20162017,"Carey Price","Price","Carey","MTL","G","L","1987-08-16","AnahimLake","CAN","BC","CAN",75,226,2005,1,5,0,37,20,0,5
20162017,"Jonathan Quick","Quick","Jonathan","LAK","G","L","1986-01-21","Milford","USA","CT","USA",73,218,2005,3,72,0,8,5,0,2
20162017,"Antti Raanta","Raanta","Antti","NYR","G","L","1989-05-12","Rauma","FIN",NA,"FIN",72,195,NA,NA,NA,0,16,8,0,2
20162017,"Tuukka Rask","Rask","Tuukka","BOS","G","L","1987-03-10","Savonlinna","FIN",NA,"FIN",75,176,2005,1,21,0,37,20,0,5
20162017,"James Reimer","Reimer","James","FLA","G","L","1988-03-15","Morweena","CAN","MB","CAN",74,217,2006,4,99,0,18,16,0,5
20162017,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,31,19,0,9
20162017,"David Rittich","Rittich","David","CGY","G","L","1992-08-19","Jihlava","CZE",NA,"CZE",75,202,NA,NA,NA,0,0,0,0,0
20162017,"Juuse Saros","Saros","Juuse","NSH","G","L","1995-04-19","Forssa","FIN",NA,"FIN",71,180,2013,4,99,0,10,8,0,3
20162017,"Cory Schneider","Schneider","Cory","NJD","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,20,27,0,11
20162017,"Jeremy Smith","Smith","Jeremy","COL","G","L","1989-04-13","Dearborn","USA","MI","USA",72,177,2007,2,54,0,1,6,0,1
20162017,"Mike Smith","Smith","Mike","ARI","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,19,26,0,9
20162017,"Alex Stalock","Stalock","Alex","MIN","G","L","1987-07-28","StPaul","USA","MN","USA",72,187,2005,4,112,0,1,1,0,0
20162017,"Anthony Stolarz","Stolarz","Anthony","PHI","G","L","1994-01-20","Edison","USA","NJ","USA",78,210,2012,2,45,0,2,1,0,1
20162017,"Malcolm Subban","Subban","Malcolm","BOS","G","L","1993-12-21","Toronto","CAN","ON","CAN",74,200,2012,1,24,0,0,1,0,0
20162017,"Cam Talbot","Talbot","Cam","EDM","G","L","1987-07-05","Caledonia","CAN","ON","CAN",75,199,NA,NA,NA,0,42,22,0,8
20162017,"Dustin Tokarski","Tokarski","Dustin","ANA","G","L","1989-09-16","Watson","CAN","SK","CAN",72,205,2008,5,122,0,0,0,0,0
20162017,"Linus Ullmark","Ullmark","Linus","BUF","G","L","1993-07-31","Lugnvik","SWE",NA,"SWE",76,221,2012,6,163,0,0,1,0,0
20162017,"Semyon Varlamov","Varlamov","Semyon","COL","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,6,17,0,0
20162017,"Andrei Vasilevskiy","Vasilevskiy","Andrei","TBL","G","L","1994-07-25","Tyumen","RUS",NA,"RUS",75,207,2012,1,19,0,23,17,0,7
20162017,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,26,22,0,12
20162017,"Jeff Zatkoff","Zatkoff","Jeff","LAK","G","L","1987-06-09","Detroit","USA","MI","USA",74,186,2006,3,74,0,2,7,0,1
