"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20092010,"Corey Crawford","Crawford","Corey","CHI","G","L","1984-12-31","Montreal","CAN","QC","CAN",74,216,2003,2,52,0,0,1,0,0
20092010,"John Curry","Curry","John","PIT","G","L","1984-02-27","Shorewood","USA","MN","USA",71,185,NA,NA,NA,0,0,1,0,0
20092010,"Yann Danis","Danis","Yann","NJD","G","L","1981-06-21","Lafontaine","CAN","QC","CAN",71,180,NA,NA,NA,0,3,2,0,1
20092010,"Jeff Deslauriers","Deslauriers","Jeff","EDM","G","R","1984-05-15","StJeanRichelieu","CAN","QC","CAN",76,203,2002,2,31,0,16,28,0,4
20092010,"Rick DiPietro","DiPietro","Rick","NYI","G","R","1981-09-19","Winthrop","USA","MA","USA",72,185,2000,1,1,0,2,5,0,0
20092010,"Wade Dubielewicz","Dubielewicz","Wade","MIN","G","L","1979-01-30","Invermere","CAN","BC","CAN",70,185,NA,NA,NA,0,1,1,0,0
20092010,"Devan Dubnyk","Dubnyk","Devan","EDM","G","L","1986-05-04","Regina","CAN","SK","CAN",78,213,2004,1,14,0,4,10,0,2
20092010,"Jeremy Duchesne","Duchesne","Jeremy","PHI","G","L","1986-10-17","SilverSpring","USA","MD","USA",72,201,2005,4,119,0,0,0,0,0
20092010,"Brian Elliott","Elliott","Brian","OTT","G","L","1985-04-09","Newmarket","CAN","ON","CAN",74,209,2003,9,291,0,29,18,0,4
20092010,"Dan Ellis","Ellis","Dan","NSH","G","L","1980-06-19","Saskatoon","CAN","SK","CAN",73,195,2000,2,60,0,15,13,0,1
20092010,"Ray Emery","Emery","Ray","PHI","G","L","1982-09-28","Hamilton","CAN","ON","CAN",74,196,2001,4,99,0,16,11,0,1
20092010,"Jhonas Enroth","Enroth","Jhonas","BUF","G","L","1988-06-25","Stockholm","SWE",NA,"SWE",70,175,2006,2,46,0,0,1,0,0
20092010,"Erik Ersberg","Ersberg","Erik","LAK","G","L","1982-03-08","Sala","SWE",NA,"SWE",72,165,NA,NA,NA,0,4,3,0,2
20092010,"Marc-Andre Fleury","Fleury","Marc-Andre","PIT","G","L","1984-11-28","Sorel","CAN","QC","CAN",74,180,2003,1,1,0,37,21,0,6
20092010,"Mathieu Garon","Garon","Mathieu","CBJ","G","R","1978-01-09","Chandler","CAN","QC","CAN",73,198,1996,2,44,0,12,9,0,6
20092010,"Jean-Sebastien Giguere","Giguere","Jean-Sebastien","ANA, TOR","G","L","1977-05-16","Montreal","CAN","QC","CAN",73,202,1995,1,13,0,10,15,0,7
20092010,"Thomas Greiss","Greiss","Thomas","SJS","G","L","1986-01-29","Fussen","DEU",NA,"DEU",73,228,2004,3,94,0,7,4,0,1
20092010,"Jonas Gustavsson","Gustavsson","Jonas","TOR","G","L","1984-10-24","Danderyd","SWE",NA,"SWE",76,201,NA,NA,NA,0,16,15,0,9
20092010,"Jaroslav Halak","Halak","Jaroslav","MTL","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,0,26,13,0,5
20092010,"Josh Harding","Harding","Josh","MIN","G","R","1984-06-18","Regina","CAN","SK","CAN",74,194,2002,2,38,0,9,12,0,0
20092010,"Johan Hedberg","Hedberg","Johan","ATL","G","","1973-05-05","Leksand","SWE",NA,"SWE",72,190,1994,9,218,0,21,16,0,6
20092010,"Jonas Hiller","Hiller","Jonas","ANA","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,0,30,23,0,4
20092010,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,0,37,15,0,10
20092010,"Cristobal Huet","Huet","Cristobal","CHI","G","L","1975-09-03","StMartindH√res","FRA",NA,"FRA",73,205,2001,7,214,0,26,14,0,4
20092010,"Brent Johnson","Johnson","Brent","PIT","G","L","1977-03-12","Farmington","USA","MI","USA",75,199,1995,5,129,0,10,6,0,1
20092010,"Chad Johnson","Johnson","Chad","NYR","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,0,1,2,0,1
20092010,"Nikolai Khabibulin","Khabibulin","Nikolai","EDM","G","L","1973-01-13","Sverdlovsk","RUS",NA,"RUS",73,208,1992,9,204,0,7,9,0,2
20092010,"Anton Khudobin","Khudobin","Anton","MIN","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,195,2004,7,206,0,2,0,0,0
20092010,"Miikka Kiprusoff","Kiprusoff","Miikka","CGY","G","L","1976-10-26","Turku","FIN",NA,"FIN",73,185,1995,5,116,0,35,28,0,10
20092010,"Jason LaBarbera","LaBarbera","Jason","PHX","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,0,8,5,0,1
20092010,"Patrick Lalime","Lalime","Patrick","BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,0,4,8,0,2
20092010,"Pascal Leclaire","Leclaire","Pascal","OTT","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,0,12,14,0,2
20092010,"Manny Legace","Legace","Manny","CAR","G","L","1973-02-04","Toronto","CAN","ON","CAN",70,200,1993,8,188,0,10,7,0,5
20092010,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,0,6,4,0,0
20092010,"Michael Leighton","Leighton","Michael","CAR, PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,0,17,9,0,2
20092010,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,0,35,27,0,10
20092010,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,0,40,22,0,4
20092010,"Joey MacDonald","MacDonald","Joey","TOR","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,0,1,4,0,0
20092010,"Chris Mason","Mason","Chris","STL","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,0,30,22,0,8
20092010,"Steve Mason","Mason","Steve","CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,0,20,26,0,9
20092010,"Curtis McElhinney","McElhinney","Curtis","CGY, ANA","G","L","1983-05-23","London","CAN","ON","CAN",75,200,2002,6,176,0,8,5,0,2
20092010,"Ryan Miller","Miller","Ryan","BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,0,41,18,0,8
20092010,"Evgeni Nabokov","Nabokov","Evgeni","SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,0,44,16,0,10
20092010,"Michal Neuvirth","Neuvirth","Michal","WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,0,9,4,0,0
20092010,"Antti Niemi","Niemi","Antti","CHI","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,0,26,7,0,4
20092010,"Antero Niittymaki","Niittymaki","Antero","TBL","G","L","1980-06-18","Turku","FIN",NA,"FIN",73,195,1998,6,168,0,21,18,0,5
20092010,"Chris Osgood","Osgood","Chris","DET","G","L","1972-11-26","PeaceRiver","CAN","AB","CAN",70,180,1991,3,54,0,7,9,0,4
20092010,"Ondrej Pavelec","Pavelec","Ondrej","ATL","G","L","1987-08-31","Kladno","CZE",NA,"CZE",75,215,2005,2,41,0,14,18,0,7
20092010,"Alexander Pechurskiy","Pechurskiy","Alexander","PIT","G","L","1990-06-04","Magnitogorsk","RUS",NA,"RUS",72,187,2008,5,150,0,0,0,0,0
20092010,"Justin Peters","Peters","Justin","CAR","G","L","1986-08-30","Blyth","CAN","ON","CAN",73,210,2004,2,38,0,6,3,0,0
20092010,"Carey Price","Price","Carey","MTL","G","L","1987-08-16","AnahimLake","CAN","BC","CAN",75,226,2005,1,5,0,13,20,0,5
20092010,"Jonathan Quick","Quick","Jonathan","LAK","G","L","1986-01-21","Milford","USA","CT","USA",73,218,2005,3,72,0,39,24,0,7
20092010,"Tuukka Rask","Rask","Tuukka","BOS","G","L","1987-03-10","Savonlinna","FIN",NA,"FIN",75,176,2005,1,21,0,22,12,0,5
20092010,"Andrew Raycroft","Raycroft","Andrew","VAN","G","L","1980-05-04","Belleville","CAN","ON","CAN",73,180,1998,5,135,0,9,5,0,1
20092010,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,32,16,0,5
20092010,"Dwayne Roloson","Roloson","Dwayne","NYI","G","L","1969-10-12","Simcoe","CAN","ON","CAN",73,170,NA,NA,NA,0,23,18,0,7
20092010,"Alexander Salak","Salak","Alexander","FLA","G","L","1987-01-05","Strakonice","CZE",NA,"CZE",73,189,NA,NA,NA,0,0,1,0,0
20092010,"Cory Schneider","Schneider","Cory","VAN","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,0,1,0,0
20092010,"Mike Smith","Smith","Mike","TBL","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,13,18,0,7
20092010,"Jose Theodore","Theodore","Jose","WSH","G","R","1976-09-13","Laval","CAN","QC","CAN",71,172,1994,2,44,0,30,7,0,7
20092010,"Tim Thomas","Thomas","Tim","BOS","G","L","1974-04-15","Flint","USA","MI","USA",71,201,1994,9,217,0,17,18,0,8
20092010,"Dustin Tokarski","Tokarski","Dustin","TBL","G","L","1989-09-16","Watson","CAN","SK","CAN",72,205,2008,5,122,0,0,0,0,0
20092010,"Vesa Toskala","Toskala","Vesa","TOR, CGY","G","L","1977-05-20","Tampere","FIN",NA,"FIN",70,198,1995,4,90,0,9,12,0,3
20092010,"Marty Turco","Turco","Marty","DAL","G","L","1975-08-13","SaultSteMarie","CAN","ON","CAN",71,184,1994,5,124,0,22,20,0,11
20092010,"Steve Valiquette","Valiquette","Steve","NYR","G","L","1977-08-20","Etobicoke","CAN","ON","CAN",78,210,1996,8,190,0,2,3,0,0
20092010,"Semyon Varlamov","Varlamov","Semyon","WSH","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,15,4,0,6
20092010,"Tomas Vokoun","Vokoun","Tomas","FLA","G","R","1976-07-02","KarlovyVary","CZE",NA,"CZE",73,210,1994,9,226,0,23,28,0,11
20092010,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,18,23,0,5
20092010,"Matt Zaba","Zaba","Matt","NYR","G","L","1983-07-14","Yorkton","CAN","SK","CAN",73,190,2003,8,231,0,0,0,0,0
