"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","GP","G","A","P"
20102011,"Anton Babchuk","Babchuk","Anton","CAR, CGY","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,0,82,11,24,35
20102011,"David Backes","Backes","David","STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,0,82,31,31,62
20102011,"Mikael Backlund","Backlund","Mikael","CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,0,73,10,15,25
20102011,"Nicklas Backstrom","Backstrom","Nicklas","WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,0,77,18,47,65
20102011,"Drew Bagnall","Bagnall","Drew","MIN","D","L","1983-10-26","Oakbank","CAN","MB","CAN",75,220,2003,6,195,0,2,0,0,0
20102011,"Josh Bailey","Bailey","Josh","NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,0,70,11,17,28
20102011,"Keith Ballard","Ballard","Keith","VAN","D","L","1982-11-26","Baudette","USA","MN","USA",71,204,2002,1,11,0,65,2,5,7
20102011,"Krys Barch","Barch","Krys","DAL","R","L","1980-03-26","Hamilton","CAN","ON","CAN",74,225,1998,4,106,0,44,2,1,3
20102011,"Cam Barker","Barker","Cam","MIN","D","L","1986-04-04","Winnipeg","CAN","MB","CAN",75,223,2004,1,3,0,52,1,4,5
20102011,"Matt Bartkowski","Bartkowski","Matt","BOS","D","L","1988-06-04","Pittsburgh","USA","PA","USA",73,196,2008,7,190,0,6,0,0,0
20102011,"Oskars Bartulis","Bartulis","Oskars","PHI","D","L","1987-01-21","Ogre","LVA",NA,"LVA",74,184,2005,3,91,0,13,0,0,0
20102011,"Cody Bass","Bass","Cody","OTT","C","R","1987-01-07","Owensound","CAN","ON","CAN",72,205,2005,4,95,0,1,0,0,0
20102011,"Jay Beagle","Beagle","Jay","WSH","C","R","1985-10-16","Calgary","CAN","AB","CAN",75,215,NA,NA,NA,0,31,2,1,3
20102011,"Francois Beauchemin","Beauchemin","Francois","TOR, ANA","D","L","1980-06-04","Sorel","CAN","QC","CAN",73,208,1998,3,75,0,81,5,12,17
20102011,"Steve Begin","Begin","Steve","NSH","L","L","1978-06-14","TroisRivieres","CAN","QC","CAN",72,192,1996,2,40,0,2,0,0,0
20102011,"Wade Belak","Belak","Wade","NSH","R","R","1976-07-03","Saskatoon","CAN","SK","CAN",77,222,1994,1,12,0,15,0,0,0
20102011,"Eric Belanger","Belanger","Eric","PHX","C","L","1977-12-16","Sherbrooke","CAN","QC","CAN",71,185,1996,4,96,0,82,13,27,40
20102011,"Matt Beleskey","Beleskey","Matt","ANA","L","L","1988-06-07","Windsor","CAN","ON","CAN",72,203,2006,4,112,0,35,3,7,10
20102011,"Shawn Belle","Belle","Shawn","EDM, COL","D","L","1985-01-03","Edmonton","CAN","AB","CAN",73,235,2003,1,30,0,9,0,0,0
20102011,"Jamie Benn","Benn","Jamie","DAL","L","L","1989-07-18","Victoria","CAN","BC","CAN",74,210,2007,5,129,0,69,22,34,56
20102011,"Andre Benoit","Benoit","Andre","OTT","D","L","1984-01-06","StAlbert","CAN","ON","CAN",71,191,NA,NA,NA,0,8,0,1,1
20102011,"Sean Bergenheim","Bergenheim","Sean","TBL","L","L","1984-02-08","Helsinki","FIN",NA,"FIN",71,201,2002,1,22,0,80,14,15,29
20102011,"Marc-Andre Bergeron","Bergeron","Marc-Andre","TBL","D","L","1980-10-13","TroisRivieres","CAN","QC","CAN",69,190,NA,NA,NA,0,23,2,6,8
20102011,"Patrice Bergeron","Bergeron","Patrice","BOS","C","R","1985-07-24","AncienneLorette","CAN","QC","CAN",73,195,2003,2,45,0,80,22,35,57
20102011,"Niclas Bergfors","Bergfors","Niclas","ATL, FLA","R","R","1987-03-07","Sodertalje","SWE",NA,"SWE",70,194,2005,1,23,0,72,12,24,36
20102011,"Patrik Berglund","Berglund","Patrik","STL","C","L","1988-06-02","V√ster√s","SWE",NA,"SWE",76,223,2006,1,25,0,81,22,30,52
20102011,"Steve Bernier","Bernier","Steve","FLA","R","R","1985-03-31","QuebecCity","CAN","QC","CAN",75,220,2003,1,16,0,68,5,10,15
20102011,"Todd Bertuzzi","Bertuzzi","Todd","DET","R","L","1975-02-02","Sudbury","CAN","ON","CAN",75,229,1993,1,23,0,81,16,29,45
20102011,"Blair Betts","Betts","Blair","PHI","C","L","1980-02-16","Edmonton","CAN","AB","CAN",75,210,1998,2,33,0,75,5,7,12
20102011,"Bryan Bickell","Bickell","Bryan","CHI","L","L","1986-03-09","Bowmanville","CAN","ON","CAN",76,223,2004,2,41,0,78,17,20,37
20102011,"Kevin Bieksa","Bieksa","Kevin","VAN","D","R","1981-06-16","Grimsby","CAN","ON","CAN",73,200,2001,5,151,0,66,6,16,22
20102011,"Paul Bissonnette","Bissonnette","Paul","PHX","L","L","1985-03-11","Welland","CAN","ON","CAN",74,216,2003,4,121,0,48,1,0,1
20102011,"Jason Blake","Blake","Jason","ANA","L","L","1973-09-02","Moorhead","USA","MN","USA",70,190,NA,NA,NA,0,76,16,16,32
20102011,"Mario Bliznak","Bliznak","Mario","VAN","C","L","1987-03-06","Trencin","SVK",NA,"SVK",72,185,2005,7,205,0,4,1,0,1
20102011,"Jonathon Blum","Blum","Jonathon","NSH","D","R","1989-01-30","LongBeach","USA","CA","USA",73,188,2007,1,23,0,23,3,5,8
20102011,"Mike Blunden","Blunden","Mike","CBJ","R","R","1986-12-15","Toronto","CAN","ON","CAN",76,217,2005,2,43,0,1,0,0,0
20102011,"Troy Bodie","Bodie","Troy","ANA, CAR","R","R","1985-01-25","PortageLaPrairie","CAN","MB","CAN",77,226,2003,9,278,0,59,1,3,4
20102011,"Mikkel Boedker","Boedker","Mikkel","PHX","L","L","1989-12-16","Brondby","DNK",NA,"DNK",72,210,2008,1,8,0,34,4,10,14
20102011,"Zach Bogosian","Bogosian","Zach","ATL","D","R","1990-07-15","Massena","USA","NY","USA",75,228,2008,1,3,0,71,5,12,17
20102011,"Alexandre Bolduc","Bolduc","Alexandre","VAN","C","L","1985-06-26","Montreal","CAN","QC","CAN",75,200,2003,4,127,0,24,2,2,4
20102011,"Jared Boll","Boll","Jared","CBJ","R","R","1986-05-13","Charlotte","USA","NC","USA",75,209,2005,4,101,0,73,7,5,12
20102011,"Dave Bolland","Bolland","Dave","CHI","C","R","1986-06-05","Mimico","CAN","ON","CAN",72,184,2004,2,32,0,61,15,22,37
20102011,"Nick Bonino","Bonino","Nick","ANA","C","L","1988-04-20","Hartford","USA","CT","USA",73,196,2007,6,173,0,26,0,0,0
20102011,"Derek Boogaard","Boogaard","Derek","NYR","L","L","1982-06-23","Saskatoon","CAN","SK","CAN",79,265,2001,7,202,0,22,1,1,2
20102011,"David Booth","Booth","David","FLA","L","L","1984-11-24","Detroit","USA","MI","USA",72,212,2004,2,53,0,82,23,17,40
20102011,"Pierre-Marc Bouchard","Bouchard","Pierre-Marc","MIN","C","L","1984-04-27","Sherbrooke","CAN","QC","CAN",70,168,2002,1,8,0,59,12,26,38
20102011,"Francis Bouillon","Bouillon","Francis","NSH","D","L","1975-10-17","NewYorkCity","USA","NY","USA",68,194,NA,NA,NA,0,44,1,9,10
20102011,"Eric Boulton","Boulton","Eric","ATL","L","L","1976-08-17","Halifax","CAN","NS","CAN",72,227,1994,9,234,0,69,6,4,10
20102011,"Lance Bouma","Bouma","Lance","CGY","L","L","1990-03-25","Provost","CAN","AB","CAN",74,208,2008,3,78,0,16,0,1,1
20102011,"Rene Bourque","Bourque","Rene","CGY","R","L","1981-12-10","LacLaBiche","CAN","AB","CAN",74,217,NA,NA,NA,0,80,27,23,50
20102011,"Jay Bouwmeester","Bouwmeester","Jay","CGY","D","L","1983-09-27","Edmonton","CAN","AB","CAN",76,221,2002,1,3,0,82,4,20,24
20102011,"Drayson Bowman","Bowman","Drayson","CAR","L","L","1989-03-08","GrandRapids","USA","MI","USA",73,195,2007,3,72,0,23,0,1,1
20102011,"Darryl Boyce","Boyce","Darryl","TOR","C","L","1984-07-07","Summerside","CAN","PE","CAN",72,200,NA,NA,NA,0,46,5,8,13
20102011,"Johnny Boychuk","Boychuk","Johnny","BOS","D","R","1984-01-19","Edmonton","CAN","AB","CAN",74,227,2002,2,61,0,69,3,13,16
20102011,"Zach Boychuk","Boychuk","Zach","CAR","L","L","1989-10-04","Airdrie","CAN","AB","CAN",70,185,2008,1,14,0,23,4,3,7
20102011,"Dustin Boyd","Boyd","Dustin","MTL","C","L","1986-07-16","Winnipeg","CAN","MB","CAN",72,187,2004,3,98,0,10,1,0,1
20102011,"Brad Boyes","Boyes","Brad","STL, BUF","R","R","1982-04-17","Mississauga","CAN","ON","CAN",72,199,2000,1,24,0,83,17,38,55
20102011,"Brian Boyle","Boyle","Brian","NYR","C","L","1984-12-18","Hingham","USA","MA","USA",78,245,2003,1,26,0,82,21,14,35
20102011,"Dan Boyle","Boyle","Dan","SJS","D","R","1976-07-12","Ottawa","CAN","ON","CAN",71,194,NA,NA,NA,0,76,9,41,50
20102011,"Nick Boynton","Boynton","Nick","CHI, PHI","D","R","1979-01-14","Nobleton","CAN","ON","CAN",73,218,1999,1,21,0,51,1,7,8
20102011,"Tyler Bozak","Bozak","Tyler","TOR","C","R","1986-03-19","Regina","CAN","SK","CAN",73,195,NA,NA,NA,0,82,15,17,32
20102011,"Matt Bradley","Bradley","Matt","WSH","R","R","1978-06-13","Stittsville","CAN","ON","CAN",75,200,1996,4,102,0,61,4,7,11
20102011,"Derick Brassard","Brassard","Derick","CBJ","C","L","1987-09-22","Hull","CAN","QC","CAN",73,204,2006,1,6,0,74,17,30,47
20102011,"Justin Braun","Braun","Justin","SJS","D","R","1987-02-10","Minneapolis","USA","MN","USA",74,205,2007,7,201,0,28,2,9,11
20102011,"Tim Brent","Brent","Tim","TOR","C","R","1984-03-10","Cambridge","CAN",NA,"CAN",72,188,2004,3,75,0,79,8,12,20
20102011,"Eric Brewer","Brewer","Eric","STL, TBL","D","L","1979-04-17","Vernon","CAN","BC","CAN",76,216,1997,1,5,0,76,9,7,16
20102011,"Daniel Briere","Briere","Daniel","PHI","C","R","1977-10-06","Gatineau","CAN","QC","CAN",69,174,1996,1,24,0,77,34,34,68
20102011,"TJ Brodie","Brodie","TJ","CGY","D","L","1990-06-07","Chatham","CAN","ON","CAN",73,182,2008,4,114,0,3,0,0,0
20102011,"Kyle Brodziak","Brodziak","Kyle","MIN","C","R","1984-05-25","StPaul","CAN","AB","CAN",74,212,2003,7,214,0,80,16,21,37
20102011,"Sheldon Brookbank","Brookbank","Sheldon","ANA","D","R","1980-10-03","Lanigan","CAN","SK","CAN",73,202,NA,NA,NA,0,40,0,0,0
20102011,"Evan Brophey","Brophey","Evan","CHI","C","L","1986-12-03","Kitchener","CAN","ON","CAN",74,199,2005,3,68,0,1,0,0,0
20102011,"Troy Brouwer","Brouwer","Troy","CHI","R","R","1985-08-17","Vancouver","CAN","BC","CAN",75,215,2004,7,214,0,79,17,19,36
20102011,"Dustin Brown","Brown","Dustin","LAK","R","R","1984-11-04","Ithaca","USA","NY","USA",72,216,2003,1,13,0,82,28,29,57
20102011,"Mike Brown","Brown","Mike","TOR","R","R","1985-06-24","Chicago","USA","IL","USA",71,205,2004,5,159,0,50,3,5,8
20102011,"Gilbert Brule","Brule","Gilbert","EDM","C","R","1987-01-01","Edmonton","CAN","AB","CAN",71,187,2005,1,6,0,41,7,2,9
20102011,"Andrew Brunette","Brunette","Andrew","MIN","L","L","1973-08-24","Sudbury","CAN","ON","CAN",73,215,1993,7,174,0,82,18,28,46
20102011,"Adam Burish","Burish","Adam","DAL","R","R","1983-01-06","Madison","USA","WI","USA",73,195,2002,9,282,0,63,8,6,14
20102011,"Alexander Burmistrov","Burmistrov","Alexander","ATL","C","L","1991-10-21","Kazan","RUS",NA,"RUS",73,180,2010,1,8,0,74,6,14,20
20102011,"Brent Burns","Burns","Brent","MIN","D","R","1985-03-09","Barrie","CAN","ON","CAN",77,230,2003,1,20,0,80,17,29,46
20102011,"Alexandre Burrows","Burrows","Alexandre","VAN","L","L","1981-04-11","Pincourt","CAN","QC","CAN",73,197,NA,NA,NA,0,72,26,22,48
20102011,"Bobby Butler","Butler","Bobby","OTT","R","R","1987-04-26","Marlborough","USA","MA","USA",72,189,NA,NA,NA,0,36,10,11,21
20102011,"Chris Butler","Butler","Chris","BUF","D","L","1986-10-27","StLouis","USA","MO","USA",73,196,2005,4,96,0,49,2,7,9
20102011,"Dustin Byfuglien","Byfuglien","Dustin","ATL","D","R","1985-03-27","Roseau","USA","MN","USA",77,260,2003,8,245,0,81,20,33,53
20102011,"Paul Byron","Byron","Paul","BUF","L","L","1989-04-27","Ottawa","CAN","ON","CAN",69,160,2007,6,179,0,8,1,1,2
20102011,"Joe Callahan","Callahan","Joe","FLA","D","R","1982-12-20","Brockton","USA","MA","USA",75,210,2002,3,70,0,27,0,1,1
20102011,"Ryan Callahan","Callahan","Ryan","NYR","R","R","1985-03-21","Rochester","USA","NY","USA",70,187,2004,4,127,0,60,23,25,48
20102011,"Matt Calvert","Calvert","Matt","CBJ","L","L","1989-12-24","Brandon","CAN","MB","CAN",71,188,2008,5,127,0,42,11,9,20
20102011,"Michael Cammalleri","Cammalleri","Michael","MTL","C","L","1982-06-08","Toronto","CAN","ON","CAN",69,185,2001,2,49,0,67,19,28,47
20102011,"Matt Campanale","Campanale","Matt","NYI","D","L","1988-02-14","ChesterSprings","USA","PA","USA",71,200,NA,NA,NA,0,1,0,0,0
20102011,"Brian Campbell","Campbell","Brian","CHI","D","L","1979-05-23","Strathroy","CAN","ON","CAN",70,192,1997,6,156,0,65,5,22,27
20102011,"Gregory Campbell","Campbell","Gregory","BOS","C","L","1983-12-17","London","CAN","ON","CAN",72,188,2002,3,67,0,80,13,16,29
20102011,"Chris Campoli","Campoli","Chris","OTT, CHI","D","L","1984-07-09","Mississauga","CAN","ON","CAN",72,200,2004,7,227,0,77,4,17,21
20102011,"Luca Caputi","Caputi","Luca","TOR","L","L","1988-10-01","Toronto","CAN","ON","CAN",75,200,2007,4,111,0,7,0,0,0
20102011,"Daniel Carcillo","Carcillo","Daniel","PHI","L","L","1985-01-28","KingCity","CAN","ON","CAN",72,200,2003,3,73,0,57,4,2,6
20102011,"Matt Carkner","Carkner","Matt","OTT","D","R","1980-11-03","Winchester","CAN","ON","CAN",77,229,1999,2,58,0,50,1,6,7
20102011,"Matt Carle","Carle","Matt","PHI","D","L","1984-09-25","Anchorage","USA","AK","USA",72,197,2003,2,47,0,82,1,39,40
20102011,"John Carlson","Carlson","John","WSH","D","R","1990-01-10","Natick","USA","MA","USA",75,215,2008,1,27,0,82,7,30,37
20102011,"Jordan Caron","Caron","Jordan","BOS","R","L","1990-11-02","Sayabec","CAN","QC","CAN",75,204,2009,1,25,0,23,3,4,7
20102011,"Brett Carson","Carson","Brett","CAR, CGY","D","R","1985-11-29","Regina","CAN","SK","CAN",76,210,2004,4,109,0,19,0,0,0
20102011,"Jeff Carter","Carter","Jeff","PHI","C","R","1985-01-01","London","CAN","ON","CAN",75,217,2003,1,11,0,80,36,30,66
20102011,"Ryan Carter","Carter","Ryan","ANA, CAR, FLA","L","L","1983-08-03","WhiteBearLake","USA","MN","USA",73,205,NA,NA,NA,0,62,3,6,9
20102011,"Zdeno Chara","Chara","Zdeno","BOS","D","L","1977-03-18","Trencin","SVK",NA,"SVK",81,250,1996,3,56,0,81,14,30,44
20102011,"Jason Chimera","Chimera","Jason","WSH","L","L","1979-05-02","Edmonton","CAN","AB","CAN",75,216,1997,5,121,0,81,10,16,26
20102011,"Kyle Chipchura","Chipchura","Kyle","ANA","C","L","1986-02-19","Westlock","CAN","AB","CAN",74,203,2004,1,18,0,40,0,2,2
20102011,"Taylor Chorney","Chorney","Taylor","EDM","D","L","1987-04-27","ThunderBay","CAN","ON","USA",72,191,2005,2,36,0,12,1,3,4
20102011,"Erik Christensen","Christensen","Erik","NYR","C","L","1983-12-17","Edmonton","CAN","AB","CAN",73,200,2002,3,69,0,63,11,16,27
20102011,"Brett Clark","Clark","Brett","TBL","D","L","1976-12-23","Wapella","CAN","SK","CAN",72,194,1996,6,154,0,82,9,22,31
20102011,"Chris Clark","Clark","Chris","CBJ","R","R","1976-03-08","SouthWindsor","USA","CT","USA",72,191,1994,3,77,0,53,5,10,15
20102011,"David Clarkson","Clarkson","David","NJD","R","R","1984-03-31","Toronto","CAN","ON","CAN",72,207,NA,NA,NA,0,82,12,6,18
20102011,"Daniel Cleary","Cleary","Daniel","DET","R","L","1978-12-18","Carbonear","CAN","NL","CAN",73,205,1997,1,13,0,68,26,20,46
20102011,"Kyle Clifford","Clifford","Kyle","LAK","L","L","1991-01-13","Ayr","CAN","ON","CAN",74,211,2009,2,35,0,76,7,7,14
20102011,"Grant Clitsome","Clitsome","Grant","CBJ","D","L","1985-04-14","Gloucester","CAN","ON","CAN",71,211,2004,9,271,0,31,4,15,19
20102011,"Ryane Clowe","Clowe","Ryane","SJS","L","L","1982-09-30","StJohns","CAN","NL","CAN",75,225,2001,6,175,0,75,24,38,62
20102011,"Cal Clutterbuck","Clutterbuck","Cal","MIN","R","R","1987-11-18","Welland","CAN","ON","CAN",71,218,2006,3,72,0,76,19,15,34
20102011,"Braydon Coburn","Coburn","Braydon","PHI","D","L","1985-02-27","Shaunavon","CAN","SK","CAN",77,223,2003,1,8,0,82,2,14,16
20102011,"Andrew Cogliano","Cogliano","Andrew","EDM","L","L","1987-06-14","Toronto","CAN","ON","CAN",70,184,2005,1,25,0,82,11,24,35
20102011,"Colby Cohen","Cohen","Colby","COL","D","R","1989-04-25","Villanova","USA","PA","USA",74,200,2007,2,45,0,3,0,0,0
20102011,"Carlo Colaiacovo","Colaiacovo","Carlo","STL","D","L","1983-01-27","Toronto","CAN","ON","CAN",73,202,2001,1,17,0,65,6,20,26
20102011,"Joe Colborne","Colborne","Joe","TOR","C","L","1990-01-30","Calgary","CAN","AB","CAN",77,221,2008,1,16,0,1,0,1,1
20102011,"Erik Cole","Cole","Erik","CAR","L","L","1978-11-06","Oswego","USA","NY","USA",74,205,1998,3,71,0,82,26,26,52
20102011,"Ian Cole","Cole","Ian","STL","D","L","1989-02-21","AnnArbor","USA","MI","USA",73,219,2007,1,18,0,26,1,3,4
20102011,"Sean Collins","Collins","Sean","WSH","D","R","1983-10-30","Troy","USA","MI","USA",73,205,NA,NA,NA,0,4,1,0,1
20102011,"Jeremy Colliton","Colliton","Jeremy","NYI","C","R","1985-01-13","Blackie","CAN","AB","CAN",74,214,2003,2,58,0,15,2,1,3
20102011,"Blake Comeau","Comeau","Blake","NYI","L","R","1986-02-18","MeadowLake","CAN","SK","CAN",73,202,2004,2,47,0,77,24,22,46
20102011,"Mike Commodore","Commodore","Mike","CBJ","D","R","1979-11-07","FortSaskatchewan","CAN","AB","CAN",76,227,1999,2,42,0,20,2,4,6
20102011,"Mike Comrie","Comrie","Mike","PIT","C","L","1980-09-11","Edmonton","CAN","AB","CAN",70,185,1999,3,91,0,21,1,5,6
20102011,"Erik Condra","Condra","Erik","OTT","R","R","1986-08-06","Trenton","USA","MI","USA",71,188,2006,7,211,0,26,6,5,11
20102011,"Chris Conner","Conner","Chris","PIT","R","L","1983-12-23","Westland","USA","MI","USA",67,181,NA,NA,NA,0,60,7,9,16
20102011,"Tim Connolly","Connolly","Tim","BUF","C","R","1981-05-07","Syracuse","USA","NY","USA",73,190,1999,1,5,0,68,13,29,42
20102011,"Craig Conroy","Conroy","Craig","CGY","C","R","1971-09-04","Potsdam","USA","NY","USA",74,193,1990,6,123,0,18,2,0,2
20102011,"Matt Cooke","Cooke","Matt","PIT","L","L","1978-09-07","Belleville","CAN","ON","CAN",71,216,1997,6,144,0,67,12,18,30
20102011,"Patrice Cormier","Cormier","Patrice","ATL","C","L","1990-06-14","Moncton","CAN","NB","CAN",74,215,2008,2,54,0,21,1,1,2
20102011,"Matthew Corrente","Corrente","Matthew","NJD","D","R","1988-03-17","Mississauga","CAN","ON","CAN",72,205,2006,1,30,0,22,0,6,6
20102011,"Joe Corvo","Corvo","Joe","CAR","D","R","1977-06-20","OakPark","USA","IL","USA",72,204,1997,4,83,0,82,11,29,40
20102011,"Logan Couture","Couture","Logan","SJS","C","L","1989-03-28","Guelph","CAN","ON","CAN",73,200,2007,1,9,0,79,32,24,56
20102011,"Joey Crabb","Crabb","Joey","TOR","R","R","1983-04-03","Anchorage","USA","AK","USA",73,190,2002,7,226,0,48,3,12,15
20102011,"Adam Cracknell","Cracknell","Adam","STL","R","R","1985-07-15","PrinceAlbert","CAN","SK","CAN",75,220,2004,9,279,0,24,3,4,7
20102011,"Ryan Craig","Craig","Ryan","PIT","C","L","1982-01-06","Abbotsford","CAN","BC","CAN",74,213,2002,8,255,0,6,0,0,0
20102011,"B.J. Crombeen","Crombeen","B.J.","STL","R","R","1985-07-10","Denver","USA","CO","USA",74,209,2003,2,54,0,80,7,7,14
20102011,"Sidney Crosby","Crosby","Sidney","PIT","C","L","1987-08-07","ColeHarbour","CAN","NS","CAN",71,200,2005,1,1,0,41,32,34,66
20102011,"Matt Cullen","Cullen","Matt","MIN","C","L","1976-11-02","Virginia","USA","MN","USA",73,200,1996,2,35,0,78,12,27,39
20102011,"Jassen Cullimore","Cullimore","Jassen","CHI","D","L","1972-12-04","Simcoe","CAN","ON","CAN",77,235,1991,2,29,0,36,0,8,8
20102011,"Kyle Cumiskey","Cumiskey","Kyle","COL","D","L","1986-12-02","Abbotsford","CAN","BC","CAN",71,180,2005,7,222,0,18,1,7,8
20102011,"Matt D'Agostini","D'Agostini","Matt","STL","R","R","1986-10-23","SaultSteMarie","CAN","ON","CAN",72,198,2005,6,190,0,82,21,25,46
20102011,"Stephane Da Costa","Da Costa","Stephane","OTT","C","R","1989-07-11","Paris","FRA",NA,"FRA",71,180,NA,NA,NA,0,4,0,0,0
20102011,"Evgeny Dadonov","Dadonov","Evgeny","FLA","R","L","1989-03-12","Chelyabinsk","RUS",NA,"RUS",71,185,2007,3,71,0,36,8,9,17
20102011,"Trevor Daley","Daley","Trevor","DAL","D","L","1983-10-09","Toronto","CAN","ON","CAN",71,195,2002,2,43,0,82,8,19,27
20102011,"Zac Dalpe","Dalpe","Zac","CAR","C","R","1989-11-01","Paris","CAN","ON","CAN",74,199,2008,2,45,0,15,3,1,4
20102011,"Mathieu Darche","Darche","Mathieu","MTL","L","L","1976-11-26","Montreal","CAN","QC","CAN",73,215,NA,NA,NA,0,59,12,14,26
20102011,"Pavel Datsyuk","Datsyuk","Pavel","DET","C","L","1978-07-20","Sverdlovsk","RUS",NA,"RUS",71,194,1998,6,171,0,56,23,36,59
20102011,"Nigel Dawes","Dawes","Nigel","ATL, MTL","L","L","1985-02-09","Winnipeg","CAN","MB","CAN",69,200,2003,5,149,0,13,0,1,1
20102011,"Michael Del Zotto","Del Zotto","Michael","NYR","D","L","1990-06-24","Stouffville","CAN","ON","CAN",72,195,2008,1,20,0,47,2,9,11
20102011,"Stefan Della Rovere","Della Rovere","Stefan","STL","L","L","1990-02-25","RichmondHill","CAN","ON","CAN",71,205,2008,7,204,0,7,0,0,0
20102011,"Jason Demers","Demers","Jason","SJS","D","R","1988-06-09","Dorval","CAN","QC","CAN",73,200,2008,7,186,0,75,2,22,24
20102011,"Guillaume Desbiens","Desbiens","Guillaume","VAN","R","R","1985-04-20","Alma","CAN","QC","CAN",74,210,2003,4,116,0,12,0,0,0
20102011,"David Desharnais","Desharnais","David","MTL","C","L","1986-09-14","LaurierStation","CAN","QC","CAN",67,176,NA,NA,NA,0,43,8,14,22
20102011,"Andrew Desjardins","Desjardins","Andrew","SJS","L","L","1986-07-27","Lively","CAN","ON","CAN",73,195,NA,NA,NA,0,17,1,2,3
20102011,"Justin DiBenedetto","DiBenedetto","Justin","NYI","C","L","1988-08-25","Maple","CAN","ON","CAN",72,198,2008,6,175,0,8,0,1,1
20102011,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,0,72,20,40,60
20102011,"Jamie Doornbosch","Doornbosch","Jamie","NYI","D","L","1990-02-01","Scarborough","CAN","ON","CAN",74,198,NA,NA,NA,0,1,0,0,0
20102011,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,0,76,4,13,17
