"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20102011,"Patrick Lalime","Lalime","Patrick","BUF","G","L","1974-07-07","StBonaventure","CAN","QC","CAN",75,192,1993,6,156,0,0,5,0,0
20102011,"Nathan Lawson","Lawson","Nathan","NYI","G","L","1983-09-29","Calgary","CAN","AB","CAN",74,198,NA,NA,NA,0,1,4,0,2
20102011,"Pascal Leclaire","Leclaire","Pascal","OTT","G","L","1982-11-07","Repentigny","CAN","QC","CAN",74,202,2001,1,8,0,4,7,0,1
20102011,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,0,1,4,0,0
20102011,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,0,34,24,0,11
20102011,"Michael Leighton","Leighton","Michael","PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,0,1,0,0,0
20102011,"David Leneveu","Leneveu","David","CBJ","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,0,0,0,0,0
20102011,"Anders Lindback","Lindback","Anders","NSH","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,0,11,5,0,2
20102011,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,0,36,27,0,5
20102011,"Roberto Luongo","Luongo","Roberto","VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,0,38,15,0,7
20102011,"Joey MacDonald","MacDonald","Joey","DET","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,0,5,5,0,3
20102011,"Peter Mannino","Mannino","Peter","ATL","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,0,0,0,0,0
20102011,"Jacob Markstrom","Markstrom","Jacob","FLA","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,0,0,1,0,0
20102011,"Chris Mason","Mason","Chris","ATL","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,0,13,13,0,3
20102011,"Steve Mason","Mason","Steve","CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,0,24,21,0,7
20102011,"Tom McCollum","McCollum","Tom","DET","G","L","1989-12-07","Amherst","USA","NY","USA",74,226,2008,1,30,0,0,0,0,0
20102011,"Curtis McElhinney","McElhinney","Curtis","ANA, OTT","G","L","1983-05-23","London","CAN","ON","CAN",75,200,2002,6,176,0,9,13,0,1
20102011,"Mike McKenna","McKenna","Mike","NJD","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,0,0,1,0,0
20102011,"Ryan Miller","Miller","Ryan","BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,0,34,22,0,8
20102011,"Al Montoya","Montoya","Al","NYI","G","L","1985-02-13","Chicago","USA","IL","USA",74,209,2004,1,6,0,9,5,0,5
20102011,"Michal Neuvirth","Neuvirth","Michal","WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,0,27,12,0,4
20102011,"Antti Niemi","Niemi","Antti","SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,0,35,18,0,6
20102011,"Antero Niittymaki","Niittymaki","Antero","SJS","G","L","1980-06-18","Turku","FIN",NA,"FIN",73,195,1998,6,168,0,12,7,0,3
20102011,"Chris Osgood","Osgood","Chris","DET","G","L","1972-11-26","PeaceRiver","CAN","AB","CAN",70,180,1991,3,54,0,5,3,0,2
20102011,"Ondrej Pavelec","Pavelec","Ondrej","ATL","G","L","1987-08-31","Kladno","CZE",NA,"CZE",75,215,2005,2,41,0,21,23,0,9
20102011,"Justin Peters","Peters","Justin","CAR","G","L","1986-08-30","Blyth","CAN","ON","CAN",73,210,2004,2,38,0,3,5,0,1
20102011,"Timo Pielmeier","Pielmeier","Timo","ANA","G","L","1989-07-07","Deggendorf","DEU",NA,"DEU",71,175,2007,3,83,0,0,0,0,0
20102011,"Kevin Poulin","Poulin","Kevin","NYI","G","L","1990-04-12","Montreal","CAN","QC","CAN",74,206,2008,5,126,0,4,2,0,1
20102011,"Carey Price","Price","Carey","MTL","G","L","1987-08-16","AnahimLake","CAN","BC","CAN",75,226,2005,1,5,0,38,28,0,6
20102011,"Jonathan Quick","Quick","Jonathan","LAK","G","L","1986-01-21","Milford","USA","CT","USA",73,218,2005,3,72,0,35,22,0,3
20102011,"Tuukka Rask","Rask","Tuukka","BOS","G","L","1987-03-10","Savonlinna","FIN",NA,"FIN",75,176,2005,1,21,0,11,14,0,2
20102011,"Andrew Raycroft","Raycroft","Andrew","DAL","G","L","1980-05-04","Belleville","CAN","ON","CAN",73,180,1998,5,135,0,8,5,0,0
20102011,"James Reimer","Reimer","James","TOR","G","L","1988-03-15","Morweena","CAN","MB","CAN",74,217,2006,4,99,0,20,10,0,5
20102011,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,33,22,0,9
20102011,"Dwayne Roloson","Roloson","Dwayne","NYI, TBL","G","L","1969-10-12","Simcoe","CAN","ON","CAN",73,170,NA,NA,NA,0,24,25,0,5
20102011,"Cory Schneider","Schneider","Cory","VAN","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,16,4,0,2
20102011,"Mike Smith","Smith","Mike","TBL","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,13,6,0,1
20102011,"Alex Stalock","Stalock","Alex","SJS","G","L","1987-07-28","StPaul","USA","MN","USA",72,187,2005,4,112,0,1,0,0,0
20102011,"Jose Theodore","Theodore","Jose","MIN","G","R","1976-09-13","Laval","CAN","QC","CAN",71,172,1994,2,44,0,15,11,0,3
20102011,"Tim Thomas","Thomas","Tim","BOS","G","L","1974-04-15","Flint","USA","MI","USA",71,201,1994,9,217,0,35,11,0,9
20102011,"Marty Turco","Turco","Marty","CHI","G","L","1975-08-13","SaultSteMarie","CAN","ON","CAN",71,184,1994,5,124,0,11,11,0,3
20102011,"Semyon Varlamov","Varlamov","Semyon","WSH","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,11,9,0,5
20102011,"Tomas Vokoun","Vokoun","Tomas","FLA","G","R","1976-07-02","KarlovyVary","CZE",NA,"CZE",73,210,1994,9,226,0,22,28,0,5
20102011,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,37,26,0,10
