"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","GP","G","A","P"
20122013,"Sven Baertschi","Baertschi","Sven","CGY","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,192,2011,1,13,0,20,3,7,10
20122013,"Josh Bailey","Bailey","Josh","NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,0,38,11,8,19
20122013,"Keith Ballard","Ballard","Keith","VAN","D","L","1982-11-26","Baudette","USA","MN","USA",71,204,2002,1,11,0,36,0,2,2
20122013,"Carter Bancks","Bancks","Carter","CGY","L","L","1989-08-09","Calgary","CAN","AB","CAN",71,181,NA,NA,NA,0,2,0,0,0
20122013,"Daniel Bang","Bang","Daniel","NSH","L","L","1987-04-19","Stockholm","SWE",NA,"SWE",75,208,NA,NA,NA,0,8,0,2,2
20122013,"Mark Barberio","Barberio","Mark","TBL","D","L","1990-03-23","Montreal","CAN","QC","CAN",73,207,2008,6,152,0,2,0,0,0
20122013,"Krys Barch","Barch","Krys","NJD","R","L","1980-03-26","Hamilton","CAN","ON","CAN",74,225,1998,4,106,0,22,0,0,0
20122013,"Cam Barker","Barker","Cam","VAN","D","L","1986-04-04","Winnipeg","CAN","MB","CAN",75,223,2004,1,3,0,14,0,2,2
20122013,"Tyson Barrie","Barrie","Tyson","COL","D","R","1991-07-26","Victoria","CAN","BC","CAN",70,190,2009,3,64,0,32,2,11,13
20122013,"Matt Bartkowski","Bartkowski","Matt","BOS","D","L","1988-06-04","Pittsburgh","USA","PA","USA",73,196,2008,7,190,0,11,0,2,2
20122013,"Victor Bartley","Bartley","Victor","NSH","D","L","1988-02-17","Ottawa","CAN","ON","CAN",72,217,NA,NA,NA,0,24,0,7,7
20122013,"Jay Beagle","Beagle","Jay","WSH","C","R","1985-10-16","Calgary","CAN","AB","CAN",75,215,NA,NA,NA,0,48,2,6,8
20122013,"Francois Beauchemin","Beauchemin","Francois","ANA","D","L","1980-06-04","Sorel","CAN","QC","CAN",73,208,1998,3,75,0,48,6,18,24
20122013,"Nathan Beaulieu","Beaulieu","Nathan","MTL","D","L","1992-12-05","Strathroy","CAN","ON","CAN",74,205,2011,1,17,0,6,0,2,2
20122013,"Taylor Beck","Beck","Taylor","NSH","L","R","1991-05-13","StCatharines","CAN","ON","CAN",74,203,2009,3,70,0,16,3,4,7
20122013,"Steve Begin","Begin","Steve","CGY","L","L","1978-06-14","TroisRivieres","CAN","QC","CAN",72,192,1996,2,40,0,36,4,4,8
20122013,"Eric Belanger","Belanger","Eric","EDM","C","L","1977-12-16","Sherbrooke","CAN","QC","CAN",71,185,1996,4,96,0,26,0,3,3
20122013,"Matt Beleskey","Beleskey","Matt","ANA","L","L","1988-06-07","Windsor","CAN","ON","CAN",72,203,2006,4,112,0,42,8,5,13
20122013,"Brett Bellemore","Bellemore","Brett","CAR","D","R","1988-06-25","Windsor","CAN","ON","CAN",76,225,2007,6,162,0,8,0,2,2
20122013,"Jamie Benn","Benn","Jamie","DAL","L","L","1989-07-18","Victoria","CAN","BC","CAN",74,210,2007,5,129,0,41,12,21,33
20122013,"Jordie Benn","Benn","Jordie","DAL","D","L","1987-07-26","Victoria","CAN","BC","CAN",74,200,NA,NA,NA,0,26,1,5,6
20122013,"Beau Bennett","Bennett","Beau","PIT","R","R","1991-11-27","Gardena","USA","CA","USA",74,195,2010,1,20,0,26,3,11,14
20122013,"Andre Benoit","Benoit","Andre","OTT","D","L","1984-01-06","StAlbert","CAN","ON","CAN",71,191,NA,NA,NA,0,33,3,7,10
20122013,"Marc-Andre Bergeron","Bergeron","Marc-Andre","TBL, CAR","D","L","1980-10-13","TroisRivieres","CAN","QC","CAN",69,190,NA,NA,NA,0,25,1,8,9
20122013,"Patrice Bergeron","Bergeron","Patrice","BOS","C","R","1985-07-24","AncienneLorette","CAN","QC","CAN",73,195,2003,2,45,0,42,10,22,32
20122013,"Patrik Berglund","Berglund","Patrik","STL","C","L","1988-06-02","V√ster√s","SWE",NA,"SWE",76,223,2006,1,25,0,48,17,8,25
20122013,"Steve Bernier","Bernier","Steve","NJD","R","R","1985-03-31","QuebecCity","CAN","QC","CAN",75,220,2003,1,16,0,47,8,7,15
20122013,"Todd Bertuzzi","Bertuzzi","Todd","DET","R","L","1975-02-02","Sudbury","CAN","ON","CAN",75,229,1993,1,23,0,7,2,1,3
20122013,"Stu Bickel","Bickel","Stu","NYR","D","R","1986-10-02","Chanhassen","USA","MN","USA",76,210,NA,NA,NA,0,16,0,0,0
20122013,"Bryan Bickell","Bickell","Bryan","CHI","L","L","1986-03-09","Bowmanville","CAN","ON","CAN",76,223,2004,2,41,0,48,9,14,23
20122013,"Kevin Bieksa","Bieksa","Kevin","VAN","D","R","1981-06-16","Grimsby","CAN","ON","CAN",73,200,2001,5,151,0,36,6,6,12
20122013,"Paul Bissonnette","Bissonnette","Paul","PHX","L","L","1985-03-11","Welland","CAN","ON","CAN",74,216,2003,4,121,0,28,0,6,6
20122013,"Nick Bjugstad","Bjugstad","Nick","FLA","C","R","1992-07-17","Minneapolis","USA","MN","USA",78,218,2010,1,19,0,11,1,0,1
20122013,"Nicolas Blanchard","Blanchard","Nicolas","CAR","L","L","1987-05-31","Granby","CAN","QC","CAN",75,205,2005,6,192,0,9,0,0,0
20122013,"Jonathon Blum","Blum","Jonathon","NSH","D","R","1989-01-30","LongBeach","USA","CA","USA",73,188,2007,1,23,0,35,1,6,7
20122013,"Mike Blunden","Blunden","Mike","MTL","R","R","1986-12-15","Toronto","CAN","ON","CAN",76,217,2005,2,43,0,5,0,0,0
20122013,"Mikkel Boedker","Boedker","Mikkel","PHX","L","L","1989-12-16","Brondby","DNK",NA,"DNK",72,210,2008,1,8,0,48,7,19,26
20122013,"Zach Bogosian","Bogosian","Zach","WPG","D","R","1990-07-15","Massena","USA","NY","USA",75,228,2008,1,3,0,33,5,9,14
20122013,"Alexandre Bolduc","Bolduc","Alexandre","PHX","C","L","1985-06-26","Montreal","CAN","QC","CAN",75,200,2003,4,127,0,14,0,0,0
20122013,"Jared Boll","Boll","Jared","CBJ","R","R","1986-05-13","Charlotte","USA","NC","USA",75,209,2005,4,101,0,43,2,4,6
20122013,"Dave Bolland","Bolland","Dave","CHI","C","R","1986-06-05","Mimico","CAN","ON","CAN",72,184,2004,2,32,0,35,7,7,14
20122013,"Brandon Bollig","Bollig","Brandon","CHI","L","L","1987-01-31","StCharles","USA","MO","USA",74,220,NA,NA,NA,0,25,0,0,0
20122013,"Nick Bonino","Bonino","Nick","ANA","C","L","1988-04-20","Hartford","USA","CT","USA",73,196,2007,6,173,0,27,5,8,13
20122013,"David Booth","Booth","David","VAN","L","L","1984-11-24","Detroit","USA","MI","USA",72,212,2004,2,53,0,12,1,2,3
20122013,"Patrick Bordeleau","Bordeleau","Patrick","COL","L","L","1986-03-23","Montreal","CAN","QC","CAN",78,225,2004,4,114,0,46,2,3,5
20122013,"Mark Borowiecki","Borowiecki","Mark","OTT","D","L","1989-07-12","Ottawa","CAN","ON","CAN",73,216,2008,5,139,0,6,0,0,0
20122013,"Robert Bortuzzo","Bortuzzo","Robert","PIT","D","R","1989-03-18","ThunderBay","CAN","ON","CAN",76,221,2007,3,78,0,15,2,2,4
20122013,"Pierre-Marc Bouchard","Bouchard","Pierre-Marc","MIN","C","L","1984-04-27","Sherbrooke","CAN","QC","CAN",70,168,2002,1,8,0,43,8,12,20
20122013,"Francis Bouillon","Bouillon","Francis","MTL","D","L","1975-10-17","NewYorkCity","USA","NY","USA",68,194,NA,NA,NA,0,48,1,8,9
20122013,"Eric Boulton","Boulton","Eric","NYI","L","L","1976-08-17","Halifax","CAN","NS","CAN",72,227,1994,9,234,0,15,0,0,0
20122013,"Chris Bourque","Bourque","Chris","BOS","L","L","1986-01-29","Boston","USA","MA","USA",68,174,2004,2,33,0,18,1,3,4
20122013,"Gabriel Bourque","Bourque","Gabriel","NSH","L","L","1990-09-23","Rimouski","CAN","QC","CAN",70,206,2009,5,132,0,34,11,5,16
20122013,"Rene Bourque","Bourque","Rene","MTL","R","L","1981-12-10","LacLaBiche","CAN","AB","CAN",74,217,NA,NA,NA,0,27,7,6,13
20122013,"Jay Bouwmeester","Bouwmeester","Jay","CGY, STL","D","L","1983-09-27","Edmonton","CAN","AB","CAN",76,221,2002,1,3,0,47,7,15,22
20122013,"Drayson Bowman","Bowman","Drayson","CAR","L","L","1989-03-08","GrandRapids","USA","MI","USA",73,195,2007,3,72,0,37,3,2,5
20122013,"Johnny Boychuk","Boychuk","Johnny","BOS","D","R","1984-01-19","Edmonton","CAN","AB","CAN",74,227,2002,2,61,0,44,1,5,6
20122013,"Zach Boychuk","Boychuk","Zach","CAR, PIT, NSH","L","L","1989-10-04","Airdrie","CAN","AB","CAN",70,185,2008,1,14,0,13,1,1,2
20122013,"Brad Boyes","Boyes","Brad","NYI","R","R","1982-04-17","Mississauga","CAN","ON","CAN",72,199,2000,1,24,0,48,10,25,35
20122013,"Brian Boyle","Boyle","Brian","NYR","C","L","1984-12-18","Hingham","USA","MA","USA",78,245,2003,1,26,0,38,2,3,5
20122013,"Dan Boyle","Boyle","Dan","SJS","D","R","1976-07-12","Ottawa","CAN","ON","CAN",71,194,NA,NA,NA,0,46,7,13,20
20122013,"Tyler Bozak","Bozak","Tyler","TOR","C","R","1986-03-19","Regina","CAN","SK","CAN",73,195,NA,NA,NA,0,46,12,16,28
20122013,"Derick Brassard","Brassard","Derick","CBJ, NYR","C","L","1987-09-22","Hull","CAN","QC","CAN",73,204,2006,1,6,0,47,12,17,29
20122013,"Justin Braun","Braun","Justin","SJS","D","R","1987-02-10","Minneapolis","USA","MN","USA",74,205,2007,7,201,0,41,0,7,7
20122013,"TJ Brennan","Brennan","TJ","BUF, FLA","D","L","1989-04-03","Willingboro","USA","NJ","USA",73,216,2007,2,31,0,29,3,7,10
20122013,"Tim Brent","Brent","Tim","CAR","C","R","1984-03-10","Cambridge","CAN",NA,"CAN",72,188,2004,3,75,0,30,0,3,3
20122013,"Eric Brewer","Brewer","Eric","TBL","D","L","1979-04-17","Vernon","CAN","BC","CAN",76,216,1997,1,5,0,48,4,8,12
20122013,"Daniel Briere","Briere","Daniel","PHI","C","R","1977-10-06","Gatineau","CAN","QC","CAN",69,174,1996,1,24,0,34,6,10,16
20122013,"TJ Brodie","Brodie","TJ","CGY","D","L","1990-06-07","Chatham","CAN","ON","CAN",73,182,2008,4,114,0,47,2,12,14
20122013,"Jonas Brodin","Brodin","Jonas","MIN","D","L","1993-07-12","Karlstad","SWE",NA,"SWE",73,193,2011,1,10,0,45,2,9,11
20122013,"Kyle Brodziak","Brodziak","Kyle","MIN","C","R","1984-05-25","StPaul","CAN","AB","CAN",74,212,2003,7,214,0,48,8,4,12
20122013,"Sheldon Brookbank","Brookbank","Sheldon","CHI","D","R","1980-10-03","Lanigan","CAN","SK","CAN",73,202,NA,NA,NA,0,26,1,0,1
20122013,"Troy Brouwer","Brouwer","Troy","WSH","R","R","1985-08-17","Vancouver","CAN","BC","CAN",75,215,2004,7,214,0,47,19,14,33
20122013,"Chris Brown","Brown","Chris","PHX","R","R","1991-02-03","FlowerMound","USA","TX","USA",74,208,2009,2,36,0,5,0,0,0
20122013,"Dustin Brown","Brown","Dustin","LAK","R","R","1984-11-04","Ithaca","USA","NY","USA",72,216,2003,1,13,0,46,18,11,29
20122013,"Mike Brown","Brown","Mike","TOR, EDM","R","R","1985-06-24","Chicago","USA","IL","USA",71,205,2004,5,159,0,39,1,1,2
20122013,"Damien Brunner","Brunner","Damien","DET","R","R","1986-03-09","Z√rich","CHE",NA,"CHE",71,185,NA,NA,NA,0,44,12,14,26
20122013,"Adam Burish","Burish","Adam","SJS","R","R","1983-01-06","Madison","USA","WI","USA",73,195,2002,9,282,0,46,1,2,3
20122013,"Alexander Burmistrov","Burmistrov","Alexander","WPG","C","L","1991-10-21","Kazan","RUS",NA,"RUS",73,180,2010,1,8,0,44,4,6,10
20122013,"Brent Burns","Burns","Brent","SJS","D","R","1985-03-09","Barrie","CAN","ON","CAN",77,230,2003,1,20,0,30,9,11,20
20122013,"Alexandre Burrows","Burrows","Alexandre","VAN","L","L","1981-04-11","Pincourt","CAN","QC","CAN",73,197,NA,NA,NA,0,47,13,11,24
20122013,"Bobby Butler","Butler","Bobby","NJD, NSH","R","R","1987-04-26","Marlborough","USA","MA","USA",72,189,NA,NA,NA,0,34,4,7,11
20122013,"Chris Butler","Butler","Chris","CGY","D","L","1986-10-27","StLouis","USA","MO","USA",73,196,2005,4,96,0,44,1,7,8
20122013,"Dustin Byfuglien","Byfuglien","Dustin","WPG","D","R","1985-03-27","Roseau","USA","MN","USA",77,260,2003,8,245,0,43,8,20,28
20122013,"Paul Byron","Byron","Paul","CGY","L","L","1989-04-27","Ottawa","CAN","ON","CAN",69,160,2007,6,179,0,4,0,1,1
20122013,"Ryan Callahan","Callahan","Ryan","NYR","R","R","1985-03-21","Rochester","USA","NY","USA",70,187,2004,4,127,0,45,16,15,31
20122013,"Matt Calvert","Calvert","Matt","CBJ","L","L","1989-12-24","Brandon","CAN","MB","CAN",71,188,2008,5,127,0,42,9,7,16
20122013,"Michael Cammalleri","Cammalleri","Michael","CGY","C","L","1982-06-08","Toronto","CAN","ON","CAN",69,185,2001,2,49,0,44,13,19,32
20122013,"Brian Campbell","Campbell","Brian","FLA","D","L","1979-05-23","Strathroy","CAN","ON","CAN",70,192,1997,6,156,0,48,8,19,27
20122013,"Gregory Campbell","Campbell","Gregory","BOS","C","L","1983-12-17","London","CAN","ON","CAN",72,188,2002,3,67,0,48,4,9,13
20122013,"Daniel Carcillo","Carcillo","Daniel","CHI","L","L","1985-01-28","KingCity","CAN","ON","CAN",72,200,2003,3,73,0,23,2,1,3
20122013,"Matt Carkner","Carkner","Matt","NYI","D","R","1980-11-03","Winchester","CAN","ON","CAN",77,229,1999,2,58,0,22,0,2,2
20122013,"Matt Carle","Carle","Matt","TBL","D","L","1984-09-25","Anchorage","USA","AK","USA",72,197,2003,2,47,0,48,5,17,22
20122013,"John Carlson","Carlson","John","WSH","D","R","1990-01-10","Natick","USA","MA","USA",75,215,2008,1,27,0,48,6,16,22
20122013,"Jordan Caron","Caron","Jordan","BOS","R","L","1990-11-02","Sayabec","CAN","QC","CAN",75,204,2009,1,25,0,17,1,2,3
20122013,"Brett Carson","Carson","Brett","CGY","D","R","1985-11-29","Regina","CAN","SK","CAN",76,210,2004,4,109,0,10,0,1,1
20122013,"Jeff Carter","Carter","Jeff","LAK","C","R","1985-01-01","London","CAN","ON","CAN",75,217,2003,1,11,0,48,26,7,33
20122013,"Ryan Carter","Carter","Ryan","NJD","L","L","1983-08-03","WhiteBearLake","USA","MN","USA",73,205,NA,NA,NA,0,44,6,9,15
20122013,"Michael Caruso","Caruso","Michael","FLA","D","L","1988-07-05","Mississauga","CAN","ON","CAN",74,191,2006,4,103,0,2,0,0,0
20122013,"Roman Cervenka","Cervenka","Roman","CGY","C","L","1985-12-10","Praha","CZE",NA,"CZE",71,201,NA,NA,NA,0,39,9,8,17
20122013,"Zdeno Chara","Chara","Zdeno","BOS","D","L","1977-03-18","Trencin","SVK",NA,"SVK",81,250,1996,3,56,0,48,7,12,19
20122013,"Alex Chiasson","Chiasson","Alex","DAL","R","R","1990-10-01","Montreal","CAN","QC","CAN",76,208,2009,2,38,0,7,6,1,7
20122013,"Jason Chimera","Chimera","Jason","WSH","L","L","1979-05-02","Edmonton","CAN","AB","CAN",75,216,1997,5,121,0,47,3,11,14
20122013,"Kyle Chipchura","Chipchura","Kyle","PHX","C","L","1986-02-19","Westlock","CAN","AB","CAN",74,203,2004,1,18,0,46,5,9,14
20122013,"Casey Cizikas","Cizikas","Casey","NYI","C","L","1991-02-27","Toronto","CAN","ON","CAN",71,201,2009,4,92,0,45,6,9,15
20122013,"Brett Clark","Clark","Brett","MIN","D","L","1976-12-23","Wapella","CAN","SK","CAN",72,194,1996,6,154,0,8,0,1,1
20122013,"David Clarkson","Clarkson","David","NJD","R","R","1984-03-31","Toronto","CAN","ON","CAN",72,207,NA,NA,NA,0,48,15,9,24
20122013,"Daniel Cleary","Cleary","Daniel","DET","R","L","1978-12-18","Carbonear","CAN","NL","CAN",73,205,1997,1,13,0,48,9,6,15
20122013,"Kyle Clifford","Clifford","Kyle","LAK","L","L","1991-01-13","Ayr","CAN","ON","CAN",74,211,2009,2,35,0,48,7,7,14
20122013,"Grant Clitsome","Clitsome","Grant","WPG","D","L","1985-04-14","Gloucester","CAN","ON","CAN",71,211,2004,9,271,0,44,4,12,16
20122013,"Ryane Clowe","Clowe","Ryane","SJS, NYR","L","L","1982-09-30","StJohns","CAN","NL","CAN",75,225,2001,6,175,0,40,3,16,19
20122013,"Rich Clune","Clune","Rich","NSH","L","L","1987-04-25","Toronto","CAN","ON","CAN",70,207,2005,3,71,0,47,4,5,9
20122013,"Cal Clutterbuck","Clutterbuck","Cal","MIN","R","R","1987-11-18","Welland","CAN","ON","CAN",71,218,2006,3,72,0,42,4,6,10
20122013,"Braydon Coburn","Coburn","Braydon","PHI","D","L","1985-02-27","Shaunavon","CAN","SK","CAN",77,223,2003,1,8,0,33,1,4,5
20122013,"Andrew Cogliano","Cogliano","Andrew","ANA","L","L","1987-06-14","Toronto","CAN","ON","CAN",70,184,2005,1,25,0,48,13,10,23
20122013,"Carlo Colaiacovo","Colaiacovo","Carlo","DET","D","L","1983-01-27","Toronto","CAN","ON","CAN",73,202,2001,1,17,0,6,0,1,1
20122013,"Joe Colborne","Colborne","Joe","TOR","C","L","1990-01-30","Calgary","CAN","AB","CAN",77,221,2008,1,16,0,5,0,0,0
20122013,"Erik Cole","Cole","Erik","MTL, DAL","L","L","1978-11-06","Oswego","USA","NY","USA",74,205,1998,3,71,0,47,9,4,13
20122013,"Ian Cole","Cole","Ian","STL","D","L","1989-02-21","AnnArbor","USA","MI","USA",73,219,2007,1,18,0,15,0,1,1
20122013,"Sean Collins","Collins","Sean","CBJ","C","L","1988-12-29","Saskatoon","CAN","SK","CAN",73,198,2008,7,187,0,5,0,0,0
20122013,"Blake Comeau","Comeau","Blake","CGY, CBJ","L","R","1986-02-18","MeadowLake","CAN","SK","CAN",73,202,2004,2,47,0,42,6,6,12
20122013,"Cory Conacher","Conacher","Cory","TBL, OTT","C","L","1989-12-14","Burlington","CAN","ON","CAN",68,180,NA,NA,NA,0,47,11,18,29
20122013,"Erik Condra","Condra","Erik","OTT","R","R","1986-08-06","Trenton","USA","MI","USA",71,188,2006,7,211,0,48,4,8,12
20122013,"Chris Conner","Conner","Chris","PHX","R","L","1983-12-23","Westland","USA","MI","USA",67,181,NA,NA,NA,0,12,1,1,2
20122013,"Brett Connolly","Connolly","Brett","TBL","R","R","1992-05-02","CampbellRiver","CAN","BC","CAN",75,194,2010,1,6,0,5,1,0,1
20122013,"Matt Cooke","Cooke","Matt","PIT","L","L","1978-09-07","Belleville","CAN","ON","CAN",71,216,1997,6,144,0,48,8,13,21
20122013,"Patrice Cormier","Cormier","Patrice","WPG","C","L","1990-06-14","Moncton","CAN","NB","CAN",74,215,2008,2,54,0,10,0,0,0
20122013,"Frank Corrado","Corrado","Frank","VAN","D","R","1993-03-26","Toronto","CAN","ON","CAN",72,205,2011,5,150,0,3,0,0,0
20122013,"Joe Corvo","Corvo","Joe","CAR","D","R","1977-06-20","OakPark","USA","IL","USA",72,204,1997,4,83,0,40,6,11,17
20122013,"Logan Couture","Couture","Logan","SJS","C","L","1989-03-28","Guelph","CAN","ON","CAN",73,200,2007,1,9,0,48,21,16,37
20122013,"Sean Couturier","Couturier","Sean","PHI","C","L","1992-12-07","Phoenix","USA","AZ","CAN",75,211,2011,1,8,0,46,4,11,15
20122013,"Jared Cowen","Cowen","Jared","OTT","D","L","1991-01-25","Saskatoon","CAN","SK","CAN",77,238,2009,1,9,0,7,1,0,1
20122013,"Charlie Coyle","Coyle","Charlie","MIN","C","R","1992-03-02","EWeymouth","USA","MA","USA",75,221,2010,1,28,0,37,8,6,14
20122013,"Joey Crabb","Crabb","Joey","WSH","R","R","1983-04-03","Anchorage","USA","AK","USA",73,190,2002,7,226,0,26,2,0,2
20122013,"Adam Cracknell","Cracknell","Adam","STL","R","R","1985-07-15","PrinceAlbert","CAN","SK","CAN",75,220,2004,9,279,0,20,2,4,6
20122013,"B.J. Crombeen","Crombeen","B.J.","TBL","R","R","1985-07-10","Denver","USA","CO","USA",74,209,2003,2,54,0,44,1,7,8
20122013,"Sidney Crosby","Crosby","Sidney","PIT","C","L","1987-08-07","ColeHarbour","CAN","NS","CAN",71,200,2005,1,1,0,36,15,41,56
20122013,"Matt Cullen","Cullen","Matt","MIN","C","L","1976-11-02","Virginia","USA","MN","USA",73,200,1996,2,35,0,42,7,20,27
20122013,"Mark Cundari","Cundari","Mark","CGY","D","L","1990-04-23","Toronto","CAN","ON","CAN",69,195,NA,NA,NA,0,4,1,2,3
20122013,"Matt D'Agostini","D'Agostini","Matt","STL, NJD","R","R","1986-10-23","SaultSteMarie","CAN","ON","CAN",72,198,2005,6,190,0,29,3,3,6
20122013,"Stephane Da Costa","Da Costa","Stephane","OTT","C","R","1989-07-11","Paris","FRA",NA,"FRA",71,180,NA,NA,NA,0,9,1,1,2
20122013,"Trevor Daley","Daley","Trevor","DAL","D","L","1983-10-09","Toronto","CAN","ON","CAN",71,195,2002,2,43,0,44,4,9,13
20122013,"Zac Dalpe","Dalpe","Zac","CAR","C","R","1989-11-01","Paris","CAN","ON","CAN",74,199,2008,2,45,0,10,1,2,3
20122013,"Pavel Datsyuk","Datsyuk","Pavel","DET","C","L","1978-07-20","Sverdlovsk","RUS",NA,"RUS",71,194,1998,6,171,0,47,15,34,49
20122013,"Kaspars Daugavins","Daugavins","Kaspars","OTT, BOS","L","L","1988-05-18","Riga","LVA",NA,"LVA",72,213,2006,3,91,0,25,1,3,4
20122013,"Danny DeKeyser","DeKeyser","Danny","DET","D","L","1990-03-07","Detroit","USA","MI","USA",75,192,NA,NA,NA,0,11,0,1,1
20122013,"Michael Del Zotto","Del Zotto","Michael","NYR","D","L","1990-06-24","Stouffville","CAN","ON","CAN",72,195,2008,1,20,0,46,3,18,21
20122013,"Jason Demers","Demers","Jason","SJS","D","R","1988-06-09","Dorval","CAN","QC","CAN",73,200,2008,7,186,0,22,1,2,3
20122013,"David Desharnais","Desharnais","David","MTL","C","L","1986-09-14","LaurierStation","CAN","QC","CAN",67,176,NA,NA,NA,0,48,10,18,28
20122013,"Andrew Desjardins","Desjardins","Andrew","SJS","L","L","1986-07-27","Lively","CAN","ON","CAN",73,195,NA,NA,NA,0,42,2,1,3
20122013,"Simon Despres","Despres","Simon","PIT","D","L","1991-07-27","Laval","CAN","QC","CAN",76,218,2009,1,30,0,33,2,5,7
20122013,"Raphael Diaz","Diaz","Raphael","MTL","D","R","1986-01-09","Baar","CHE",NA,"CHE",71,197,NA,NA,NA,0,23,1,13,14
20122013,"Brenden Dillon","Dillon","Brenden","DAL","D","L","1990-11-13","NewWestminster","CAN","BC","CAN",76,230,NA,NA,NA,0,48,3,5,8
20122013,"Shane Doan","Doan","Shane","PHX","R","R","1976-10-10","Halkirk","CAN","AB","CAN",73,223,1995,1,7,0,48,13,14,27
20122013,"Derek Dorsett","Dorsett","Derek","CBJ","R","R","1986-12-20","Kindersley","CAN","SK","CAN",72,192,2006,7,189,0,24,3,6,9
20122013,"Drew Doughty","Doughty","Drew","LAK","D","R","1989-12-08","London","CAN","ON","CAN",73,195,2008,1,2,0,48,6,16,22
