"Season","Name","LastName","FirstName","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftNumber","HHOF","W","L","Ties","OTL"
20142015,"Jaroslav Halak","Halak","Jaroslav","NYI","G","L","1985-05-13","Bratislava","SVK",NA,"SVK",71,181,2003,9,271,0,38,17,0,4
20142015,"Andrew Hammond","Hammond","Andrew","OTT","G","L","1988-02-11","Surrey","CAN","BC","CAN",74,215,NA,NA,NA,0,20,1,0,2
20142015,"Jonas Hiller","Hiller","Jonas","CGY","G","R","1982-02-12","FelbenWellhausen","CHE",NA,"CHE",74,191,NA,NA,NA,0,26,19,0,4
20142015,"Braden Holtby","Holtby","Braden","WSH","G","L","1989-09-16","Lloydminster","CAN","SK","CAN",74,217,2008,4,93,0,41,20,0,10
20142015,"Jimmy Howard","Howard","Jimmy","DET","G","L","1984-03-26","Syracuse","USA","NY","USA",73,218,2003,2,64,0,23,13,0,11
20142015,"Michael Hutchinson","Hutchinson","Michael","WPG","G","R","1990-03-02","Barrie","CAN","ON","CAN",75,202,2008,3,77,0,21,10,0,5
20142015,"Carter Hutton","Hutton","Carter","NSH","G","L","1985-12-19","ThunderBay","CAN","ON","CAN",73,195,NA,NA,NA,0,6,7,0,4
20142015,"Chad Johnson","Johnson","Chad","NYI","G","L","1986-06-10","Saskatoon","CAN","SK","CAN",75,196,2006,5,125,0,8,8,0,1
20142015,"Martin Jones","Jones","Martin","LAK","G","L","1990-01-10","NorthVancouver","CAN","BC","CAN",76,190,NA,NA,NA,0,4,5,0,2
20142015,"Anton Khudobin","Khudobin","Anton","CAR","G","L","1986-05-07","UstKamenogorsk","KAZ",NA,"RUS",71,195,2004,7,206,0,8,17,0,6
20142015,"Keith Kinkaid","Kinkaid","Keith","NJD","G","L","1989-07-04","Farmingville","USA","NY","USA",75,195,NA,NA,NA,0,6,5,0,4
20142015,"Darcy Kuemper","Kuemper","Darcy","MIN","G","L","1990-05-05","Saskatoon","CAN","SK","CAN",77,215,2009,6,161,0,14,12,0,2
20142015,"Jason LaBarbera","LaBarbera","Jason","ANA","G","L","1980-01-18","Burnaby","CAN","BC","CAN",75,232,1998,3,66,0,2,0,0,1
20142015,"Eddie Lack","Lack","Eddie","VAN","G","L","1988-01-05","Norrt√lje","SWE",NA,"SWE",76,187,NA,NA,NA,0,18,13,0,4
20142015,"Robin Lehner","Lehner","Robin","OTT","G","L","1991-07-24","Gothenburg","SWE",NA,"SWE",76,239,2009,2,46,0,9,12,0,3
20142015,"Kari Lehtonen","Lehtonen","Kari","DAL","G","L","1983-11-16","Helsinki","FIN",NA,"FIN",76,190,2002,1,2,0,34,17,0,10
20142015,"Anders Lindback","Lindback","Anders","DAL, BUF","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,0,6,16,0,2
20142015,"Henrik Lundqvist","Lundqvist","Henrik","NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,0,30,13,0,3
20142015,"Roberto Luongo","Luongo","Roberto","FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,0,28,19,0,12
20142015,"Andrey Makarov","Makarov","Andrey","BUF","G","L","1993-04-20","Kazan","RUS",NA,"RUS",74,194,NA,NA,NA,0,0,1,0,0
20142015,"Jacob Markstrom","Markstrom","Jacob","VAN","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,0,1,1,0,0
20142015,"Steve Mason","Mason","Steve","PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,0,18,18,0,11
20142015,"Marek Mazanec","Mazanec","Marek","NSH","G","R","1991-07-18","Pisek","CZE",NA,"CZE",76,187,2012,6,179,0,0,1,0,0
20142015,"Tom McCollum","McCollum","Tom","DET","G","L","1989-12-07","Amherst","USA","NY","USA",74,226,2008,1,30,0,1,0,0,0
20142015,"Curtis McElhinney","McElhinney","Curtis","CBJ","G","L","1983-05-23","London","CAN","ON","CAN",75,200,2002,6,176,0,12,14,0,2
20142015,"Mike McKenna","McKenna","Mike","ARI","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,0,0,1,0,0
20142015,"Ryan Miller","Miller","Ryan","VAN","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,0,29,15,0,1
20142015,"Al Montoya","Montoya","Al","FLA","G","L","1985-02-13","Chicago","USA","IL","USA",74,209,2004,1,6,0,6,7,0,2
20142015,"Petr Mrazek","Mrazek","Petr","DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,0,16,9,0,2
20142015,"Evgeni Nabokov","Nabokov","Evgeni","TBL","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,0,3,6,0,2
20142015,"Michal Neuvirth","Neuvirth","Michal","BUF, NYI","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,0,7,20,0,4
20142015,"Antti Niemi","Niemi","Antti","SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,0,31,23,0,7
20142015,"Joni Ortio","Ortio","Joni","CGY","G","L","1991-04-16","Turku","FIN",NA,"FIN",73,190,2009,6,171,0,4,2,0,0
20142015,"Ondrej Pavelec","Pavelec","Ondrej","WPG","G","L","1987-08-31","Kladno","CZE",NA,"CZE",75,215,2005,2,41,0,22,16,0,8
20142015,"Justin Peters","Peters","Justin","WSH","G","L","1986-08-30","Blyth","CAN","ON","CAN",73,210,2004,2,38,0,3,6,0,1
20142015,"Calvin Pickard","Pickard","Calvin","COL","G","L","1992-04-15","Moncton","CAN","NB","CAN",73,200,2010,2,49,0,6,7,0,3
20142015,"Kevin Poulin","Poulin","Kevin","NYI","G","L","1990-04-12","Montreal","CAN","QC","CAN",74,206,2008,5,126,0,0,0,0,1
20142015,"Carey Price","Price","Carey","MTL","G","L","1987-08-16","AnahimLake","CAN","BC","CAN",75,226,2005,1,5,0,44,16,0,6
20142015,"Jonathan Quick","Quick","Jonathan","LAK","G","L","1986-01-21","Milford","USA","CT","USA",73,218,2005,3,72,0,36,22,0,13
20142015,"Antti Raanta","Raanta","Antti","CHI","G","L","1989-05-12","Rauma","FIN",NA,"FIN",72,195,NA,NA,NA,0,7,4,0,1
20142015,"Karri Ramo","Ramo","Karri","CGY","G","L","1986-07-01","Asikkala","FIN",NA,"FIN",74,206,2004,6,191,0,15,9,0,3
20142015,"Tuukka Rask","Rask","Tuukka","BOS","G","L","1987-03-10","Savonlinna","FIN",NA,"FIN",75,176,2005,1,21,0,34,21,0,13
20142015,"James Reimer","Reimer","James","TOR","G","L","1988-03-15","Morweena","CAN","MB","CAN",74,217,2006,4,99,0,9,16,0,1
20142015,"Pekka Rinne","Rinne","Pekka","NSH","G","L","1982-11-03","Kempele","FIN",NA,"FIN",77,217,2004,8,258,0,41,17,0,6
20142015,"Jussi Rynnas","Rynnas","Jussi","DAL","G","L","1987-05-22","Pori","FIN",NA,"FIN",77,210,NA,NA,NA,0,0,1,0,0
20142015,"Cory Schneider","Schneider","Cory","NJD","G","L","1986-03-18","Marblehead","USA","MA","USA",75,205,2004,1,26,0,26,31,0,9
20142015,"Ben Scrivens","Scrivens","Ben","EDM","G","L","1986-09-11","SpruceGrove","CAN","AB","CAN",74,181,NA,NA,NA,0,15,26,0,11
20142015,"Mackenzie Skapski","Skapski","Mackenzie","NYR","G","L","1994-06-15","Abbotsford","CAN","BC","CAN",75,197,2013,6,170,0,2,0,0,0
20142015,"Mike Smith","Smith","Mike","ARI","G","L","1982-03-22","Kingston","CAN","ON","CAN",76,215,2001,5,161,0,14,42,0,5
20142015,"Alex Stalock","Stalock","Alex","SJS","G","L","1987-07-28","StPaul","USA","MN","USA",72,187,2005,4,112,0,8,9,0,2
20142015,"Malcolm Subban","Subban","Malcolm","BOS","G","L","1993-12-21","Toronto","CAN","ON","CAN",74,200,2012,1,24,0,0,1,0,0
20142015,"Niklas Svedberg","Svedberg","Niklas","BOS","G","L","1989-09-04","Sollentuna","SWE",NA,"SWE",72,176,NA,NA,NA,0,7,5,0,1
20142015,"Cam Talbot","Talbot","Cam","NYR","G","L","1987-07-05","Caledonia","CAN","ON","CAN",75,199,NA,NA,NA,0,21,9,0,4
20142015,"Dustin Tokarski","Tokarski","Dustin","MTL","G","L","1989-09-16","Watson","CAN","SK","CAN",72,205,2008,5,122,0,6,6,0,4
20142015,"Semyon Varlamov","Varlamov","Semyon","COL","G","L","1988-04-27","Samara","RUS",NA,"RUS",74,209,2006,1,23,0,28,20,0,8
20142015,"Andrei Vasilevskiy","Vasilevskiy","Andrei","TBL","G","L","1994-07-25","Tyumen","RUS",NA,"RUS",75,207,2012,1,19,0,7,5,0,1
20142015,"Cam Ward","Ward","Cam","CAR","G","L","1984-02-29","Saskatoon","CAN","SK","CAN",73,185,2002,1,25,0,22,24,0,5
20142015,"Jeff Zatkoff","Zatkoff","Jeff","PIT","G","L","1987-06-09","Detroit","USA","MI","USA",74,186,2006,3,74,0,0,1,0,0
20142015,"Rob Zepp","Zepp","Rob","PHI","G","L","1981-09-07","Scarborough","CAN","ON","CAN",74,198,2001,4,110,0,5,2,0,0
