"Round","Pick","NHLTeam","Name","Position","Team","League"
"4","93","Anaheim","Jack Kopacka","L","Sault Ste Marie Greyhounds","OHL"
"4","94","Florida","Jonathan Ang","C","Peterborough Petes","OHL"
"4","95","NY Islanders","Anatoly Golyshev","F","Yekaterinburg Automobilist","KHL"
"4","96","Calgary","Linus Lindstrom","C","Skeleftea Jrs","Sweden"
"4","97","Winnipeg","Jacob Cederholm","D","HV71 Jrs","Sweden"
"4","98","NY Rangers","Tarmo Reunanen","D","TPS Jrs","Finland"
"4","99","Buffalo","Brett Murray","L","Carleton Place Canadians","CCHL"
"4","100","Montreal","Victor Mete","D","London Knights","OHL"
"4","101","Toronto","Keaton Middleton","D","Saginaw Spirit","OHL"
"4","102","New Jersey","Mikhail Maltsev","L","Russia U18 Team",""
"4","103","Ottawa","Todd Burgess","R","Fairbanks Ice Dogs","NAHL"
"4","104","Carolina","Max Zimmer","L","Chicago Steel","USHL"
"4","105","New Jersey","Evan Cormier","G","Saginaw Spirit","OHL"
"4","106","Minnesota","Brandon Duhaime","F","TriCity Storm","USHL"
"4","107","Detroit","Alfons Malmstrom","D","Orebro Jrs","Sweden"
"4","108","Nashville","Hardy Haman-Aktell","D","Skelleftea Jrs","Sweden"
"4","109","Philadelphia","Connor Bunnaman","C","Kitchener Rangers","OHL"
"4","110","Chicago","Lucas Carlsson","D","Brynas IF Gavle","SweHL"
"4","111","San Jose","Noah Gregor","C","Moose Jaw Warriors","WHL"
"4","112","Los Angeles","Jacob Moverare","D","HV71 Jrs","Sweden"
"4","113","Chicago","Nathan Noel","C","Saint John Sea Dogs","QMJHL"
"4","114","Florida","Riley Stillman","D","Oshawa Generals","OHL"
"4","115","Anaheim","Alex Dostie","C","Gatineau Olympiques","QMJHL"
"4","116","Dallas","Rhett Gardner","C","U of North Dakota","NCHC"
"4","117","Washington","Damien Riat","L","Geneve Servette","SwissA"
"4","118","Tampa Bay","Ross Colton","F","Cedar Rapids RoughRiders","USHL"
"4","119","St. Louis","Tanner Kaspick","C","Brandon Wheat Kings","WHL"
"4","120","NY Islanders","Otto Koivula","L","Ilves Jrs","Finland"
"4","121","Pittsburgh","Ryan Jones","D","Lincoln Stars","USHL"
"5","122","Toronto","Vladimir Bobylev","L","Victoria Royals","WHL"
"5","123","Edmonton","Dylan Wells","G","Peterborough Petes","OHL"
"5","124","Montreal","Casey Staum","D","Grand Rapids","Minn HS"
"5","125","St. Louis","Nolan Stevens","F","Northeastern University","HEast"
"5","126","Calgary","Mitchell Mattson","C","Bloomington Thunder","USHL"
"5","127","Winnipeg","Jordan Stallard","C","Calgary Hitmen","WHL"
"5","128","Dallas","Colton Point","G","Carleton Place Canadians","CCHL"
"5","129","Buffalo","Philip Nyberg","D","Linkoping Jrs","Sweden"
"5","130","Buffalo","Vojtech Budik","D","Prince Albert Raiders","WHL"
"5","131","Colorado","Adam Werner","G","Farjestads Jrs","Sweden"
"5","132","New Jersey","Igor Rykov","D","St Petersburg Jrs","Russia"
"5","133","Ottawa","Max Lajoie","D","Swift Current Broncos","WHL"
"5","134","Carolina","Jeremy Helvig","G","Kingston Frontenacs","OHL"
"5","135","Boston","Joona Koppanen","L","Ilves Jrs","Finland"
"5","136","Boston","Cameron Clarke","D","Lone Star Brahmas","NAHL"
"5","137","Detroit","Jordan Sambrook","D","Erie Otters","OHL"
"5","138","Nashville","Patrick Harper","C","Avon Old Farms","Conn HS"
"5","139","Philadelphia","Linus Hogberg","D","Vaxjo Jrs","Sweden"
"5","140","Vancouver","Cole Candella","D","Hamilton Bulldogs","OHL"
"5","141","NY Rangers","Tim Gettinger","L","Sault Ste Marie Greyhounds","OHL"
"5","142","Los Angeles","Mikey Eyssimont","F","St Cloud State","NCHC"
"5","143","Chicago","Mathias From","L","Rogle Jrs","Sweden"
"5","144","St. Louis","Conner Bleackley","C","Red Deer Rebels","WHL"
"5","145","Washington","Beck Malenstyn","L","Calgary Hitmen","WHL"
"5","146","Dallas","Nicholas Caamano","R","Flint Firebirds","OHL"
"5","147","Washington","Axel Jonsson-Fjallby","L","Djurgarden Jrs","Sweden"
"5","148","Tampa Bay","Christopher Paquette","C","Niagara IceDogs","OHL"
"5","149","Edmonton","Graham McPhee","L","US National Development Team","USHL"
"5","150","San Jose","Manuel Wiederer","R","Moncton Wildcats","QMJHL"
"5","151","Pittsburgh","Niclas Almari","D","Jokerit Jrs","Finland"
"6","152","Toronto","Jack Walker","L","Victoria Royals","WHL"
"6","153","Edmonton","Aapeli Rasanen","C","Tappara Jrs","Finland"
"6","154","Vancouver","Jakob Stukel","L","Calgary Hitmen","WHL"
"6","155","Columbus","Peter Thome","G","Aberdeen Wings","NAHL"
"6","156","Calgary","Eetu Tuulola","R","HPK Jrs","Finland"
"6","157","Winnipeg","Mikhail Berdin","G","Russia U18 Team",""
"6","158","Arizona","Patrick Kudla","D","Oakville Blades","OJHL"
"6","159","Buffalo","Brandon Hagel","L","Red Deer Rebels","WHL"
"6","160","Montreal","Michael Pezzetta","C","Sudbury Wolves","OHL"
"6","161","Colorado","Nathan Clurman","D","Culver Academy","HS"
"6","162","New Jersey","Jesper Bratt","L","AIK","Swe1"
"6","163","Ottawa","Markus Nurmi","R","TPS Jrs","Finland"
"6","164","Carolina","Noah Carroll","D","Guelph Storm","OHL"
"6","165","Boston","Oskar Steen","C","Farjestad Jrs","Sweden"
"6","166","Calgary","Matthew Phillips","C","Victoria Royals","WHL"
"6","167","Detroit","Filip Larsson","G","Djurgarden Jrs","Sweden"
"6","168","Nashville","Konstantin Volkov","G","SKA Jrs","Russia"
"6","169","Philadelphia","Tanner Laczynski","C","Lincoln Stars","USHL"
"6","170","NY Islanders","Collin Adams","L","Muskegon Lumberjacks","USHL"
"6","171","NY Rangers","Gabriel Fontaine","C","RouynNoranda Huskies","QMJHL"
"6","172","Philadelphia","Anthony Salinitri","C","Sarnia Sting","OHL"
"6","173","Chicago","Blake Hillman","D","U of Denver","NCHC"
"6","174","NY Rangers","Tyler Wall","G","Leamington","GOJHL"
"6","175","Florida","Maxim Mamin","F","CSKA Moscow","KHL"
"6","176","Dallas","Jakob Stenqvist","D","MODO Jrs","Sweden"
"6","177","Washington","Chase Priskie","D","Quinnipiac University","ECAC"
"6","178","Tampa Bay","Oleg Sosunov","D","Yaroslavl Jrs","Russia"
"6","179","Toronto","Nicolas Mattinen","D","London Knights","OHL"
"6","180","San Jose","Mark Shoemaker","D","North Bay Battalion","OHL"
"6","181","Pittsburgh","Joe Masonius","D","U of Connecticut","HEast"
"7","182","Toronto","Nikolai Chebykin","L","MVD Jrs","Russia"
"7","183","Edmonton","Vincent Desharnais","D","Providence College","HEast"
"7","184","Vancouver","Rodrigo Abols","C","Portland Winterhawks","WHL"
"7","185","Columbus","Calvin Thurkauf","L","Kelowna Rockets","WHL"
"7","186","Calgary","Stepan Falkovsky","D","Ottawa 67s","OHL"
"7","187","Montreal","Arvid Henrikson","D","AIK Jrs","Sweden"
"7","188","Arizona","Dean Stewart","D","Portage Terriers","MJHL"
"7","189","Buffalo","Austin Osmanski","D","Mississauga Steelheads","OHL"
"7","190","Buffalo","Vasili Glotov","C","SKA Jrs","Russia"
"7","191","Colorado","Travis Barron","L","Ottawa 67s","OHL"
"7","192","New Jersey","Jeremy Davies","D","Bloomington Thunder","USHL"
"7","193","NY Islanders","Nick Pastujov","L","US National Development Team","USHL"
"7","194","Vancouver","Brett McKenzie","C","North Bay Battalion","OHL"
"7","195","Florida","Benjamin Finkelstein","D","Kimball Union","HS"
"7","196","Minnesota","Dmitry Sokolov","R","Sudbury Wolves","OHL"
"7","197","Detroit","Mattias Elfstrom","L","Malmo Jrs","Sweden"
"7","198","Nashville","Adam Smith","D","Bowling Green State University","WCHA"
"7","199","Philadelphia","David Bernhardt","D","Djurgarden Jrs","Sweden"
"7","200","NY Islanders","David Quenneville","D","Medicine Hat Tigers","WHL"
"7","201","NY Rangers","Ty Ronning","R","Vancouver Giants","WHL"
"7","202","Los Angeles","Jacob Friend","D","Owen Sound Attack","OHL"
"7","203","Chicago","Jake Ryczek","D","Waterloo Black Hawks","USHL"
"7","204","Minnesota","Brayden Chizen","D","Kelowna Rockets","WHL"
"7","205","Anaheim","Tyler Soy","C","Victoria Royals","WHL"
"7","206","Tampa Bay","Otto Somppi","C","Halifax Mooseheads","QMJHL"
"7","207","Washington","Dmitriy Zaitsev","D","WilkesBarreScranton Knights","NAHL"
"7","208","Tampa Bay","Ryan Lohin","C","Waterloo Black Hawks","USHL"
"7","209","St. Louis","Nikolaj Krag-Christensen","L","Rodovre Mighty Bulls","Denmark"
"7","210","San Jose","Joachim Blichfeld","L","Malmo Jrs","Sweden"
"7","211","St. Louis","Filip Helt","L","Litvinov Jrs","Czech Rep"
