"Date","Subject","AfterGame","Text"
2016-06-09,"Peter DeBoer",TRUE,"COACH DeBOER: Excellent. Both of them were excellent. We needed some big-game performances from guys. Jonesy was one of those guys in a tough environment. I thought we got big games from some other people, too. COACH DeBOER: I think Burnsy brings the same energy every night. It's not realistic he's going to score every night. I think he consistently tries to be a difference maker in every game he plays. That's the beauty of him. Tonight that was a huge goal for us. We've been talking about getting the first goal. It was big to get it. We took a couple penalties in the first, which kind of took the momentum away. They obviously scored on one of them. COACH DeBOER: I spent a month with him at the World Championships. He backed up Mike Smith last year. We won a gold medal. Mostly practice. He played one game. I got to know him as a person, being around that team. I think right away you recognized his composure, how calm and cool he was even in that situation. Then the big question was whether there was a competitive edge there with that composure. That's always the million-dollar question. COACH DeBOER: Not really. Just stick with it. One we stuck in our own net off a deflection. The other one went in off Hagelin as he came across the front. Two kind of seeing-eye goals. It was critical at that point our group recognize we were doing some good things and stick with it. Again, the penalties kind of took the momentum away from us. Again, we regrouped and found a way. COACH DeBOER: Thank you."
2016-06-09,"Peter DeBoer",FALSE,"COACH DeBOER: Just our response. I think anytime you get in a situation when your back's against the wall, you always wonder what the response of your group is going to be. That for me said a lot about our group. COACH DeBOER: No, definitely I think it can. I think definitely a goal. I mean, we talked about scoring first. If we don't, we can't just back the bus up and head home. We want to play with a lead and put them in a position where they're playing from behind. We haven't done that yet. So that's the goal. COACH DeBOER: I think our group's whole motivation is to make all you guys get back on a plane and go back to San Jose again. That's everybody's goal. I know it's mine (laughter). Actually, the pressure gets lifted in situations like this a little bit. We know the spot we're in. We know what everybody is saying. We just got to go out there and play our best game. I know we'll do that. Thank you."
2016-06-09,"Brent Burns Logan Couture Martin Jones",TRUE,"BRENT BURNS: Did you ask if I was comfortable pinching? It was a good forecheck by Karly. Just tried to help him out. I think there was a change. LOGAN COUTURE: Yeah, he was great. He made some big-time saves. He's been playing like this for a long time, regular season, playoffs. A lot of people unfortunately don't get to see him, us being on the West Coast. BRENT BURNS: Just kind of developed. The game was pretty tight. I think it's a pretty hard-checking, tight game. Yeah, just normal game. LOGAN COUTURE: When he's jumping in the rush, it adds a different dimension to our team. Obviously everyone knows he's got the shot. When he reads plays, he's able to pinch, use his big body to protect pucks, score goals. He made a couple nice looks. One he saw me for a high tip. LOGAN COUTURE: To be honest, nothing changed. The biggest thing with our group in this playoffs and this season compared to years past is the composure, the calmness that we feel. LOGAN COUTURE: Yeah, I want to try to produce every night. That's my goal when I come to the rink, help the team try to score a goal. I'm sure if you ask Pav, Jumbo, Burnsy Paddy, everyone, even Tommy Wingels, Zuby, they all want to score, they want to help our team. MARTIN JONES: Yeah, always have a chance. BRENT BURNS: I think the extra day, you have to take advantage of it, for both teams. Probably better for their team. We're used to the travel. MARTIN JONES: We're pretty different goaltenders. But just watching him, how he competes, he's one of the best playoff goalies around. BRENT BURNS: I think every game has been really close. Just a bounce here or there. They're all going to be tight. Going forward, it's going to be the same thing. It's a matter of just trying to work for that balance. It's been going their way. They've had good starts. I think obviously we've been fighting to get back in the games. We've done that. They just seem to get that extra one. Tight games. They're good. We're good. It's going to be tight."
2016-06-08,"Mike Sullivan",FALSE,"COACH SULLIVAN: Very valuable. They've been very valuable. I think all of our lines have a little bit of a different identity that make up what our group has become. We try to use them in situations that play to their strengths. Our fourth line plays a lot of hard minutes for us, difficult minutes. They get a lot of defensive zone faceoff responsibilities where they're forced to have to defend if they don't win the faceoff. COACH SULLIVAN: It's a little bit of both. We worked on things out there today that we think will help us in the next game. That's been our approach all year, is we're trying to get better every day when we come to the rink. That's what we tried to do today. We tried to get better out there today. We watched some film. We saw some areas where we think we can improve to help our chances to win in the next game. We worked on some of those areas on the ice today. That's the process this team has gone through since I've been here. We'll continue to go through that process. COACH SULLIVAN: Well, I think you know you're going to get your opponent's very best. We know that. We're going to have to have our very best in order to get the result that we want. Our players are well aware of that. Our focus is on that one game in front of us. We've been through a few of those elimination experiences already this season. We have that experience to draw on. I think our players are well aware of what to expect as far as how that game is going to be played, the urgency, the intensity, the focus, the determination that it's going to take in order for us to win. COACH SULLIVAN: Our young defensemen like to play with Ben because he's very vocal, he helps his partner a lot with how he communicates. He's very encouraging on the bench. He's a real positive guy. I know whoever plays with him respects that about Ben. He's one of those guys, when you're his partner, they know that Ben has their back. So regardless of who we put him with, when we put Olli back in the lineup, we thought Ben might have an opportunity to help Olli simplify his game, communicate with him. COACH SULLIVAN: No. I don't think it's necessary. We all set out in training camp to accomplish a certain goal. I think that goal is obvious. The most effective way to get there is to make sure that our focus is on the task at hand. That's the process that we talk about every day. That's what we talk to our players about. I think our guys have done a great job as far as staying in the moment, not getting ahead of themselves, not dwelling on the past, but just staying in the moment and staying on task. COACH SULLIVAN: I really don't have a reaction. My focus is on trying to win a game. I'm trying to help our players in every way that we can as a coaching staff so that they can be at their best. COACH SULLIVAN: The way I look at it, this is the players' game. The players are the guys that get it done. They deserve the credit. These guys have played extremely hard. They've made the sacrifices that are necessary in order for us to be in a position where we are. That is how we look at it. We put ourselves in a position to have a great opportunity. Now it's our job to take advantage of it. But our players deserve all the credit for bringing us to where we are right now. They're the guys that go through the process every day. They make the necessary sacrifices on the ice in order to help our team win. COACH SULLIVAN: Thank you."
2016-06-08,"Peter DeBoer",FALSE,"COACH DeBOER: Well, I think we did a better job, better sticks. Jumped to check in D zone coverage. I think early in the series, we were just giving them a little bit too much room. They slung a lot of pucks to the net. COACH DeBOER: Well, I think the results are closer than it feels right now, I really do. We had some good looks. They've all been one-goal games, or late-in-the-game losses. I think it's closer than it feels and we've got to give ourselves an opportunity that if they stumble, we're going to jump on it. COACH DeBOER: Yeah, I mean, this group is like that every day all year. I'm glad that I saw that today. You're never sure, considering the circumstances. I would have been worried had they come in quiet or dragging a little bit. COACH DeBOER: I think every experience is important. I think the message out of that experience is they've been where Pittsburgh is sitting right now, saw how quickly that can turn if you lose a game or the momentum swings the other way. It can happen to anybody. COACH DeBOER: I don't think so. When you know Pav, he's going to take that responsibility on himself regardless of whether he's got a letter on or not. I think he has for more than this year, he's done it over the last four or five years for San Jose. That's just the kind of guy he is. He feels he can be the difference in a game. He has been for us. We wouldn't be here without what he's done through the first three rounds. COACH DeBOER: Yeah, sure. We have been. We were the best road team in the league. We know that. I think we're confident on the road. This isn't easy. It's a really hard thing to do. It's going to be hard for them to close us out. It's going to be hard for us to show up here tomorrow and win a game in this environment. I think our guys are up for some heavy lifting. We feel we can get it done. COACH DeBOER: Thank you."
2016-06-07,"Mike Sullivan",FALSE,"COACH SULLIVAN: No. I give our players a lot of credit. We believe in these guys. That's what I've said all along throughout the course of this post-season. Every player goes through their ups and downs, times when they're at the top of their game, and times where it can be a bit of a challenge. I think that's just human nature. Our players are no different. COACH SULLIVAN: I think when you're a young player, you're trying to make your way into the NHL, you're excited to be there. My recollection of the opportunity that San Jose gave me to potentially play for their NHL team, I was excited about it. It was an exciting time for the San Jose Sharks, being a new team in the league. To be one of those players on the ground floor, to try to help build something that would hopefully be a long-lasting legacy for the San Jose Sharks, for me was exciting. COACH SULLIVAN: Well, I think I trust our leadership. We've got some guys in there that have this in perspective, that have been through similar experiences in the past. I think our guys are very grounded. They understand the challenge in front of us. We just have to focus on that one game, and we've got to bring our very best for that one game. That's all that we can control. We have to try to do our best to ignore some of the noise surrounding the group. I think our players are well aware of it. They've been through it the whole post-season. We've been through it a number of elimination games already. They've handled themselves the right way. Our players are well aware, just based on their comments after the game last night, excited to be in the position we're in, but by no means do we think that we've accomplished what we've set out to do. We still have a lot of work ahead of us. Our players are well aware of that. COACH SULLIVAN: Yeah, it is. I think one of the things we've challenged our group with all year is just to try to stay in the moment and not get ahead of ourselves and look beyond the task at hand. But also not dwell on the past. We try to take lessons from our experiences in the past, whether they be positive or negative. Certainly the most important game is the one right in front of us. That's where we have to have our focus. We need to have that laser focus for that one task at hand. COACH SULLIVAN: Well, I think they've been an underestimated group all throughout the post-season. These guys are playing extremely hard. They play the game the right way. I think they pride themselves on the contributions they make to our team. I think they believe in our team. I think because of that, it's a team defense, not necessarily a group of individuals out there. I think that's what's helped each player throughout the course of this post-season. They trust one another. They rely on one another. They support one another. Because of that, I think they bring out the best in each other. We've certainly challenged these guys each and every day to be at their best. What I like about this group, and what I've really grown to admire about this group, is how close-knit they've become through this journey. I think they really established a trust factor amongst each other that they're going to do their jobs. COACH SULLIVAN: No, there hasn't been. He's been a consistent performer for us, not just through the playoffs, but down through the end of the regular season when we were battling to put ourselves in a position for the playoffs. Phil has been a huge part of this team's success in his contributions that he's made both offensively and defensively. He's part of a line with Bones and Haggy that has been a lot to handle for our opponents. I think they've scored timely goals for us. They've defended extremely hard when they played against opponent's top players. I give Phil a lot of credit. I think his game has evolved into a complete two-way game. We've asked him to improve in certain areas of his game away from the puck, in the battle areas, and he's embraced our message. He's been very receptive. I think he's really gained a whole lot of admiration from his coaching staff and his teammates with how his game has evolved here in the second half of the season."
2016-06-07,"Peter DeBoer",FALSE,"COACH DeBOER: Well, I don't know if switching the lines up is the answer to getting the lead. We've shortened the bench the last two games because we've been behind. It's not ideal. Catches up to you, especially when you're this deep into the playoffs and have played as many games as we have and logged as many miles as we have. It's been more out of necessity. COACH DeBOER: Well, I think you hit it right on the head. It's one game. We want to win one game and get a Game 6 back here at home. I think we would be comfortable in that spot that we could get it to go seven. Short-term we've got to go in and win one road game. We've been the best road team in the league all year. It's not going to be easy. Yeah, I think our game has grown through the series. We cleaned some things up. We limited their shots last game from earlier in the series. I thought every game we've created a little bit more chances to score. I think our big guys have gotten more shots off and more looks as the series has gone on. We're doing some good stuff. COACH DeBOER: I liked our start. I liked our first 10 minutes. Thought we got off and got going. We had a couple good looks early, Thornton and Pavelski had a two-on-one early, Murray made a save. COACH DeBOER: Yeah, you know, I mean, that's easy to say. I've said all along, there's another team playing with the same level of desperation, too. You're not going to get 60 minutes of that. I liked our start. I thought we sagged after they scored a little bit, which is natural, especially after the second goal. We found a way to get it back in the third, get going in the right direction. They're also sitting on a lead, so they're sitting back a little bit. There's a lot of factors that play into it a little bit. COACH DeBOER: That's a good question. I don't know. I mean, that's a reality of what we deal with. The one thing about the guys here is they've never used it as an excuse. You never hear that as an excuse. Coming out here as a first-year coach, I thought I would hear that from these guys. I think they've been doing it for so long, it's a part of life and playing out here. They refuse to use it as an excuse. So I'm not going to. COACH DeBOER: Yeah, I mean, I remember with the Devils, we were in a 3-0 hole, which is a worse situation. Everyone was writing us off. We took the approach of, Why not us? I don't care what the record book says, that only one or two teams have come back from this situation, whatever those numbers are. Why can't we be the first team to do it? COACH DeBOER: I don't know. I mean, that's the million-dollar question. We've got to find out. I don't believe it's gripping their sticks too tight. I think you have to give some credit to Pittsburgh. I think their goalie has made some big saves at key times on some of those looks. COACH DeBOER: Well, I mean, they get back quickly. They just get the puck out of their own end as quickly as possible up to their forwards. There's nothing fancy about it. Not afraid to rim it, to throw it out, to flip it out. They're not looking to make cute plays. They're just looking to get it out of their own zone as quickly as possible. You've got to have a combination of aggressiveness and patience when you're playing a team like that. It can get frustrating at some points because you work hard to get in there, you know, they're just throwing it out past you again. COACH DeBOER: Improvement every day that I've seen him. Hopeful, yes. I term him as day-to-day. COACH DeBOER: Well, I think they had some good looks last night. I thought every game they've found a way to create a little bit more. But, you know, there is no magic answer. They get a ton of attention. I think our support group has to take a little bit of pressure off them. We got a goal from Melker Karlsson last night. We got to find a way to get some from some other people, too. We've got to draw a few more power plays, which usually creates some offense for those guys. There's some things we can do. But I can tell you their effort, the things that they've done that have made them successful through the first three rounds of the playoffs haven't changed going into this round. You have to give Pittsburgh some credit for the job they've done on them. The stars on both sides would tell you there's not a lot of room out there."
2016-06-06,"Mike Sullivan",FALSE,"COACH SULLIVAN: I think it's just there are good teams, there are good teams left. Both teams are trying to win. Both teams have good players. The margin for error is small. There's been a lot of one-goal games. We've had a few instances where teams have come back just with bizarre circumstances. For example, the three pucks over the glass, that's a tough one. But I still like the way our team's playing. I think we play the game the right way. I still think we play on our toes. We're still on the attack. I don't see us falling into the trap of playing in a defensive shell, which is usually when you allow teams to rally against you. I've always been a strong believer that the minute your team stops trying to score goals, your mindset changes, and so does your opponent's. We've always been a team that's encouraged our guys to continue to try to score goals when we have a lead. We just have to do it the right way. COACH SULLIVAN: I'm not sure when he means by 'loose'. I think there are areas of our game where we can certainly be better, where we have been better the first part of the series. I don't think by any means were we bad. It was a pretty even game. It's two pretty good teams that are trying to win. You have to give San Jose credit. They pushed hard. They're a good team. I think when we're at our best, we get back the pucks quickly and we use our mobility and our stick skills to come out of our end zone efficiently. When we do that, I think it sets up our overall game. COACH SULLIVAN: My reaction is that Geno really wants to help this team win. That's how he feels his contribution to helping us win, that's how it takes place. Even though he hasn't scored in this series, he still has an impact on the game. I've said this all throughout the playoffs, with our top players, of course we'd like them to score, and when they score, it certainly improves our chances of winning games. But when they don't score, they still have an impact on the game. Those are the discussions that we've had with Geno and Sid and players of that type, where as long as we're playing the game the right way, we're taking what the game gives us, we don't become a high-risk team, because we're forcing plays to try to score that aren't necessarily there. If we play the game the right way, they'll score. I believe that. COACH SULLIVAN: When we get hemmed in in our end zone, it doesn't fall on any two players. There's five guys on the ice out there that have to work together to try to get out of our end zone. I don't know that it falls on any two players. There are instances where we had extended zone time. There were instances where San Jose had extended zone time. The zone time, as far as offensive zone and defensive zone, was almost 50%. That's an indication of how the game was being played. It was a pretty even game. Certainly when we're trying to work together as a group to exit out of our end zone, we have exit strategies and release points and support mechanisms built in place that we try to help our guys with puck support so that we can get out of our end zone if and when we do get hemmed in there. I don't think it's anything we have to overthink. I think it's a combination of us just playing with a little bit more heightened intensity, and maybe simplifying the game a little bit. COACH SULLIVAN: From a chance standpoint, the chances were fairly even. We try to look at statistics and put them in their proper context, that gives us an indication of how we think the game is played. If anything, it gives us, or provides affirmation, that what we see is actually what we see. I think sometimes you can get fooled by certain statistics if you look at them in isolation. So we never look at any one statistic in isolation and try to draw a conclusion because I think it's dangerous, especially when you don't apply the proper context. The scoring chances were fairly even in the last game. The first two games, we controlled the scoring chances. We've controlled the shot clock in all of the games. But I don't think in the last game the shot clock was an indication of how the game was being played. I think it was a more even game than the shot clock indicated. That's what we told our players. COACH SULLIVAN: Not only are they very popular players in Sweden, they're very popular players in Pittsburgh, as well. We're thrilled with how they're playing for our team. They're both terrific players in their own right. They're different in how they play. But what they bring to our team, they certainly make us a better team. Haggy is a guy that brings tremendous speed. His puck pursuit and his hockey sense is really underrated. He has the ability to see the game pretty well at both ends of the rink both offensively and defensively. Because of that, you know, we're able to use him with top players. Hornqvist is a guy, he's a bit of a bull in a china closet. He's hard to play against. He plays in the battle areas. He goes to the net. I think he makes it very difficult on our opponent's goaltenders because of how hard he plays in front of the net. He's scored a number of big goals for us throughout the course of this post-season. Maybe the greatest thing that I love about him is just his passion for the game. He wears his emotions right on his sleeve. We love that about him. Thank you."
2016-06-06,"Mike Sullivan",TRUE,"COACH SULLIVAN: That's a good question. I don't know. I give our players a lot of credit. I think we've had pretty good starts. I think everybody's been focused right from the drop of the puck, trying to gain momentum right away. Anytime you can score the first goal in a game, it really increases your chances. I think our guys are just focused on trying to play the game the right way. When the opportunities present themselves, we're trying to take advantage of them. I was saying to the coaching staff after the game, this is the hardest hockey that I've witnessed in all the years I've been associated with this league just as far as how hard both teams have to work for their ice out there. Both teams defend extremely hard. You've got to work for every inch of ice. COACH SULLIVAN: I thought he was really good, not just because he got on the score sheet. Obviously that's great for him, it's great for us. But I thought his overall game was really good. He played at both ends of the rink. When he plays that way, he's so hard to defend. COACH SULLIVAN: Yeah, it is. He's a good player. I love Phil's overall game. Not just tonight, I've liked it through this whole playoffs. Phil's game right now, when you watch him play, for me, when I watch him play, I say to myself, He's committed, he's committed to helping us win. He's playing at both ends of the rink. He's such a scoring threat offensively. You see, I think, sometimes his passing ability flies under the radar. He makes a great play on the power play goal that Geno gets. It's a terrific pass. He passes the puck as well as he can score. What really impresses me about Phil is just his commitment away from the puck, the play in his own end zone. The wall play that he's participating in. He's strong on the puck. He's playing the game the right way now. COACH SULLIVAN: No. We just talked to Geno about not forcing plays, taking what the game gives you, being strong on the puck, not passing up an opportunity to shoot when he gets inside the dots. We're trying to give him some common sense advice on how to simplify your game and be effective. He's such an instinctive player, when he plays the game the right way and he doesn't force things, he sees the plays that he needs to make. I think he's very similar to Kris Letang in that regard. They're well-intentioned because they want to help the team win. They do too much. When they play within themselves, take what the game gives them, when the play is not there to be made, they make simple plays, that's when we, as a group, become more difficult to play against. We don't feed our opponent's transition game. We force them to have to play goal line to goal line. That, for me, is playoff hockey. COACH SULLIVAN: I didn't do anything. For me, Phil deserves the credit for his contribution to helping this team win. Him and I have had conversations throughout the course of the season. We have a very transparent relationship. I try to challenge him in areas of his game where we think he can improve, get better, help our team win. Those are the types of conversations that I've had with him over the last four or five months. I think Phil has made a complete commitment to this team. We don't get to where we're at if Phil doesn't play the type of hockey that he's played here throughout the course of this playoffs. He has been one terrific player for us. He scores big goals. His offense speaks for itself. He's dangerous on the power play. He's dangerous off the rush. But I think what his teammates admire and respect, what his coaching staff certainly does, is his commitment away from the puck and to play at both ends of the rink. COACH SULLIVAN: I think the deeper you get in the playoffs, the better the teams are, the deeper they are, and the harder they defend. As talented as both of these teams are offensively, this is something we've said to our team all year long, it doesn't matter how many goals we score, we have to learn how to defend. We have to learn how to make a commitment to keeping the puck out of our net. I know this team can score. When we start making a commitment to playing away from the puck, keeping the puck out of our net, now we become a team that's, in our opinion, a contender. So the deeper that teams go in the playoffs... I don't think teams get this far if they don't have the ability to defend. I think the top players get the most attention from probably the better defenders. It doesn't surprise me that goals are hard to come by because both teams are making a sincere commitment to playing away from the puck. When I say I think it's the hardest hockey that I've witnessed in this league, it seems like both teams have to fight for every inch out there. That's just the type of hockey that it's become. It's not an easy environment. It's hard hockey. I think both teams have played extremely hard. We certainly have a lot of respect for San Jose and how good they are. But we couldn't be more proud of our players and the way we're playing. Thank you."
2016-06-06,"Evgeni Malkin Matt Murray",TRUE,"MATT MURRAY: I think that's a huge part of their offense, is trying to get pucks through from the point with shots and tips. The more we can stop the puck from getting to our net front, I think the better chance we're going to have. EVGENI MALKIN: Yeah, we not score for three games. Of course, it's simple: if you want win, you need use our power play. We not score first three games. But it's work tonight. MATT MURRAY: Yeah, that's a great question. I think it goes to show you, you can never predict what's going to happen. My mindset has been this whole time to stay in the moment, take things as they come, focus on being in the present and taking things one shot at a time. I think that's been working for me. EVGENI MALKIN: It's our power play, you know. I stay on board, and I go to forecheck if he lost. After, if he win, we try switch. MATT MURRAY: Yeah, I think so. It's always important to try and get the first goal. I mean, it's always important to try and get the next one, too. We've been able to do that. MATT MURRAY: Same thing. Just try to stay in the moment and just worry about the next shot. If you're not getting a lot of shots, you can't just sit there and overthink or do anything like that. You just worry about stopping the next one. It's not in your control. You're not choosing to have no work during the first two periods. It can be difficult. Like I said, you stay focused and worry about the next one."
2016-06-06,"Kris Letang Olli Maatta",FALSE,"KRIS LETANG: I mean, if it's fair for both teams, can't really control that. We only can control what we're about to do on the ice. KRIS LETANG: I mean, I think we have to simplify. I don't think we got into the zone and executed plays, put the puck at the net, put them under pressure on their PK. I think once we get in, move the puck quick, make sure we simplify things. KRIS LETANG: I think we have to do different adjustments out there, especially after Game3. For sure our system and what we're built to be successful is about speed, about quickness, the transition, the tightness of our defense, unit of five. OLLI MAATTA: I think it's just keeping it simple. Obviously there's a couple crazy bounces it took last game. But just and keep it simple. It's the same for both teams. I don't think it really matters that much that way. But just be aware of it. When you get the puck, just make that strong play. As I said many times, keep it simple."
2016-06-06,"Eric Fehr Tom Kuhnhackl",FALSE,"ERIC FEHR: Believe it or not, we are trying to score every time we're out there. We want to (indiscernible) and make sure we're having some strong offensive zone time. We want to take the puck to the net, or get it up to the point, try to get some net-front presence. ERIC FEHR: That was a huge year for me. I think the lockout probably helped me more than anything, just getting back to playing and feeling healthy again. ERIC FEHR: I don't think we really need to make too many adjustments. We played against big teams, heavy checking teams in the past. We've found a way around it. ERIC FEHR: For both of us, it's great. We don't want to have to go out there and kill penalties and we're not giving up the power play. I think five-on-five is fine with our team. We want to play a fast-paced game, play five-on-five. At the same time it's nice to get a couple power plays and get some of our top guys out there, get them some opportunities. TOM KUHNHACKL: If you look at Matt Murray, every time he's in the net, he's been huge for us. We wouldn't be here if it wasn't for him. He's been huge for us. If we lose a game, we just got to be ready for the next game. ERIC FEHR: To be honest, I think we're in a better rhythm when we're taking less penalties. I feel like we're a little bit more prepared. We have the energy to make sure we're at the right spots at the right times. TOM KUHNHACKL: I mean, I just started a couple weeks earlier than the other guys. I can't keep up with older guys (indiscernible)."
2016-06-06,"Peter DeBoer",FALSE,"COACH DeBOER: It helped us the other night, sure. It would be similar to them moving Crosby, Malkin and Kessel together. You have three great players playing together. But in order to do that, that hurts you in other parts of the lineup. You have to be comfortable you can survive doing that with the other parts. COACH DeBOER: Yeah, we'd like the lead. The game plan isn't not to play with the lead. We're trying (laughter). I think early in the playoffs, it was a huge part. I think the L.A. series, we had the lead almost every game, maybe other than one. It's a big part. The scores show that. The team that scores first usually wins. We get it. We've got to find a way to get it going. It's not like this has been an issue throughout the playoffs. I think we've actually been pretty good at getting the first goal throughout the playoffs. COACH DeBOER: We've talked about it all year. Not only when you shorten your bench, when Tomas Hertl goes down, you've got somebody that you can put on the wing with Joe and Jumbo. They're not going to look at you like, What are we doing here? They're comfortable. They feel that replacement, there's not going to be a significant drop-off. COACH DeBOER: Very perceptive (laughter). That's important. If you start thinking you've taken a huge step back because someone has gone down, those kind of planted seeds become issues. So I don't think that's the case. COACH DeBOER: I think the way Pittsburgh plays, every opportunity they get, they're fronting, looking to knock pucks down. As opposed to getting involved in boxing you out, they're looking to knock them down and go the other way. We've got to get them by that wall of blockers some way, somehow, either with high tips or using the boards or going around them or going through them. The ones that have got through, we scored on some of them, Justin Braun's goal the other night. We're going to keep shooting. We have some plans in place to try and get around that. But it's definitely been an issue, and a credit to them for what a job they've done so far on that. Thank you."
2016-06-06,"Peter DeBoer",TRUE,"COACH DeBOER: I don't know. That wasn't the difference in the game tonight so... COACH DeBOER: There's no quit in our group. We've been the best road team in the league. We're going to show up and try to get this back here for Game 6. Until you win four, this isn't over. We've been chasing the game the whole series by not scoring first. That takes you out of your four-line rhythm. It affects all parts of your game. We've been on the other end of that in the playoffs where we've jumped out to the lead on some teams and made them change their game. COACH DeBOER: Yeah, it's tough. Again, I think when you have the lead, you can play differently. You feel a lot more comfortable getting in a four-line rhythm, putting your guys out there, trusting them. There's not that pressure that we have to create a scoring chance or score a goal. We can just manage the game, put our time in. I think they've done a good job of that because they've had the lead, and we haven't put ourselves in that situation yet. We've got to find an answer for that. COACH DeBOER: Sure, there's frustration. I thought those guys played hard. I thought there was goals out there. I thought we had a chance to score, you know, at least a couple tonight. We had some really good looks. Their goalie made some saves, we didn't finish. I thought, especially in the third, but even parts of the second, even early in the first, we had some good looks. Probably some of the most quality scoring chances we created. We did some good stuff defensively, too. We didn't allow them to get as many pucks to the net. They had some quality chances when we had to open it up a little bit. COACH DeBOER: His status is day-to-day. Whoever that reporter is isn't in our room, isn't with our doctors, isn't part of our group. I'm giving you what I've got. He's day-to-day. Thank you."
2016-06-05,"Mike Sullivan",FALSE,"COACH SULLIVAN: He'll be fine. The one thing we love about him is his makeup and his ability to move by circumstances that maybe aren't what he had hoped they'd be, and just focus on the next game or the next save. I think Matt, that's one of his strengths. His body of work throughout the course of this playoffs has been terrific. We know he's going to make the timely save for us moving forward. COACH SULLIVAN: He's such a talented player. He has the ability to be a difference maker on any given shift. We certainly don't want to discourage him from that. I think one of the things we've always impressed upon our group is we are a coaching staff that doesn't believe in taking the sticks out of their hands. We want our players to make plays. We want them to act on their instincts. We also want them to have calculated risk in mind. When we always use the phrase 'we want to play the game the right way,' a lot of it starts with the decisions we make with the puck, with an understanding of situational play. Geno is no different. He is buying into our team concept here. He's been a big part of this playoff success. But certainly I know that there's another level that he has to help us win. COACH SULLIVAN: I'm not sure he's giving it up too quickly. When you get this far in the playoffs, the teams you're playing against, they defend hard. There's not a lot of ice out there. I don't know that anybody has the puck on their stick for any length of time out there. I think it's hard to do it by yourself. I think the give-and-go game, the cooperative game, is the game that's being played out there. COACH SULLIVAN: Well, I think there is less penalties called. It just seems like that's the trend in the playoffs. You usually don't get a lot of opportunities on the power play. If you have a chance to make it work, that's great. I thought last night the biggest challenge that we had was on our entries. We only had one power play. We struggled with any sort of clean entries and it limited our zone time. COACH SULLIVAN: I think they've done a terrific job. They've all stepped up. Some guys, we've asked them to play more significant roles. I think these guys are giving us everything they have back there. They're blocking shots, they're defending hard, they're helping us come out of our end zone. Brian Dumoulin, his game has evolved. We're asking him to play in certain power play situations, he's killing penalties. He's playing in every situation both offensively and defensively. I think collectively as a group, they're giving us everything they have. Thank you."
2016-06-05,"Peter DeBoer",FALSE,"COACH DeBOER: Well, I mean, they make a commitment to block. We've got to keep shooting. We've got to work for lanes. There's not much you can do. It can't deter us from shooting the puck. COACH DeBOER: Well, I mean, we heard throughout the playoffs how they were going to expose our third line. He's playing minutes against Malkin, against Crosby. He's been fantastic. He's gotten better and better as the season has gone. It hasn't been an easy road. He's had some bumps there, was down for a couple days. Healthy scratched him a few times. COACH DeBOER: One, they shoot from everywhere. They sling pucks from everywhere. You do have to look at quality versus quantity. I don't think it's as easy as looking at the shot clock and saying you're getting dominated because they've got 40 shots and you've got 26. I don't think the game is that simple. They get pucks to the net. We can probably do a better job of limiting that, getting in some more lanes. Historically during the year, we've been one of the best shot-blocking teams in the league. But they fire from everywhere, every angle, all over the place, then cause confusion around the net. COACH DeBOER: Those guys get a lot of attention. You get asked the same thing about Malkin and some of the guys on their end. It's tough this time of year. Every round, he's getting a lot of attention, just like Brent Burns is getting a lot of attention, just like Jumbo is getting a lot of attention. COACH DeBOER: Yeah, I mean, I spent a month with them at the World Championships. He only played one game. I got to be on the ice at practice with him. Got to know him a little bit as a guy and as a teammate. I loved his disposition, his composure, his work ethic, the practices we had. I saw what Doug and his scout saw when we acquired him, the tools and disposition were there. You never know how a guy is going to handle the starting job playing every night until you throw him into it. That was the million-dollar question. I think through the first half of the year, we had some tough starts. We were on the road a lot. Couture was out of the lineup. We were under some heavy pressure in a lot of those games. He just kept coming out and playing well. COACH DeBOER: I don't know about that. I know that's part of our identity, is being hard and heavy. They have some hard, heavy players, though, too. Sidney Crosby is as hard, heavy a guy as there is in the league. He's not the biggest guy in the world. COACH DeBOER: Johan is an exceptional guy. Probably played in the NHL two or three years longer than he might have because of what a good teammate he is, how hard he worked, his work ethic, his personality. I just thought all those attributes would make him an excellent coach. While I was coaching him in New Jersey, I actually talked to him after he retired, that I thought he'd have the opportunity to make an excellent coach one day, not knowing that we would ever work together again. Then when I got the job, we were looking at goalie coaches, he was the first guy that I thought of. COACH DeBOER: I thought he was excellent last night. With what he's dealt with, I don't know if you can understand the emotion of kind of the last week for him, last couple weeks. He's known this day was coming. For him to play through and do what he's done for us, I can't say enough about that. I know his teammates appreciate it. He's one of those quiet guys that just shows up every day and punches in, does his job. Really we wouldn't be here without him either. He's been exceptional. COACH DeBOER: I think both teams are going to raise their level next game. It's a critical game. It's one of those crossroad type games, I think. I anticipate both teams to come out. I think it should be the best game of the series. I think every game's gotten a little bit better. I think the next one will be the best one so far. As far as lines go, Melker, like the rest of our group, was great. He was tenacious, on the puck. He was in on the forecheck, caused the turnover on the overtime goal. We've got a lot of guys, we talk about interchangeable parts, but we have a lot of guys that play on our third line, play on our fourth line, that can jump up or have played higher in the lineup in the past. I think when you have really good players up top, you can have those interchangeable parts. Pittsburgh has got it. You look at the guys they pair with Malkin or Crosby. They're not household names, some of them. Because you have quality people up top, you can stick in complementary guys like that, and they can be very effective. I think Melker is one of those guys. Thank you."
